nameWell,comments
NO 15/9-F-14,Held tool box meeting with involved personnel. Prepared equipment for skidding. Skidded rig from F-4 to F-14. Removed hatch on F-14.
NO 15/9-F-14,Continued changing wires on aft PRS.  Meanwhile rigged tugger in moonpool for running DCI hose. Worked on releasing DCI hose connection. Came free at 19:00. Changed oil in TDS and cleaned pits. Stopped working on aft PRS due to high wind speed.
NO 15/9-F-14,Removed hatches and built scaffolding/fence around open hatches on all levels on slot F-14. Recovered tugger for DCI hose.
NO 15/9-F-14,"LD 8 1/4"" DC stand and jar."
NO 15/9-F-14,"LD 8 1/4"" DC stand and jar."
NO 15/9-F-14,"WOW due to noe crane operation. Wind 45-50 knop, with gust up to 65 knop."
NO 15/9-F-14,"WOW due to noe crane operation. Wind 40-45 knop, with gusts up to 60 knop.

Meanwhile changed oil in TDS, adjusted fingerboard for CART stand, cleaned pits and carried on with rig maintenance."
NO 15/9-F-14,Changed wash pipe and serviced TDS.
NO 15/9-F-14,PU CART and MU to stand. RB in derrick.
NO 15/9-F-14,"PU 36"" HO assembly. Removed master bushing and outer ring. RIH with 36"" HO assembly to 9 m and re-instated outer ring and bushing. MU and RIH with 36"" HO BHA from 9 m to 63 m."
NO 15/9-F-14,Performed derrick inspection prior to spudding the hole. Special care were taken due to high winds of 40-50 knop.
NO 15/9-F-14,"MU and RIH with 36"" HO BHA from 63 m to 93 m."
NO 15/9-F-14,Stopped RIH due to power syncronisation interference with production/prosessmodul.
NO 15/9-F-14,"MU 36"" BHA from 93 m to 143 m. Stung into funnel assisted by ROV. Observed fill in funnel and below. ROV had black-out on camera as soon as 17 1/2"" bit had entered funnel. ROV went to surface for repairs. Continued RIH slowly without pumps and with no rotation until positive tag at 145.7 m."
NO 15/9-F-14,Pumped SW at 550 lpm and washed down with no rotation to 148 m to allow centralizer drill bushing to land out in template guide-funnel.
NO 15/9-F-14,"Drilled 36"" hole from 148 m to 150 m MD. Drilling parameters : Flow 550 lpm /  SPP 4-5 bar / 5 RPM / Torque 1-2 kNm / WOB  1 MT. Reamed hole to ensure landing of centralizer drill bushing in template guide-funnel."
NO 15/9-F-14,"Drilled 36"" hole from 150 m  to 158 m MD. Drilling parameters : Flow 550-3100 lpm /  SPP 4-40 bar / 5-20 RPM / Torque 2-4 kNm / WOB 1-2 MT / ROP 5 m/hr. Pumped 20 m3 hi-vis pill prior to connection. Downlinked and performed survey at 145 m.

Survey at 145 m 0.3 inc
"
NO 15/9-F-14,"Drilled 36"" hole from 158 m  to 193 m MD. Drilling parameters : Flow 4550 lpm /  SPP 80-82 bar / 90 RPM  / Torque 4-10 kNm / WOB 1-6 MT / ROP 15-20 m/hr. Pumped 20 m3 hi-vis pills prior to connection. Downlinked and performed survey at 154, 164 and 174 m. Up weight 103 MT / Down weight 96 MT.

Survey at 154 m 0.21 inc
            at 164 m 0,26 inc 
            at 174 m 0,37 inc
"
NO 15/9-F-14,"Drilled 36"" hole from 193 m to 204 m 17 1/2"" bit depth / 201 m 36"" HO depth. Drilling parameters : Flow 4550 lpm /  SPP 80-82 bar / 90 RPM  / Torque 4-10 kNm / WOB 1-6 MT / ROP 15-20 m/hr. Pumped 20 m3 hi-vis pills prior to connection. Downlinked and performed survey at 184 m. 

Survey at 184 m 0.43 inc
"
NO 15/9-F-14,"Pumped 25 m3 hi-vis sweep and circulated btms up with SW. Displaced hole to 1.40 sg bentonite mud, Flow 5000 lpm /  SPP 140 bar / 30 RPM  / Torque 2 kNm."
NO 15/9-F-14,"POOH with 36"" HO BHA from 204 m to 150 m. Topped up hole with 1.40 sg bentonite mud. Continued POOH with 36"" HO BHA from 150 m to 9 m."
NO 15/9-F-14,"Removed master bushing and outer ring. POOH with 36"" HO assembly and re-instated outer ring and bushing. LD 36"" HO assembly."
NO 15/9-F-14,"WOW due to no crane operation. Wind 40 knop, with gusts up to 50 knop.

Meanwhile serviced TDS, greased manifolds on BOP, K/C, stand pipe manifolds and performed fluid ends inspection on MP2."
NO 15/9-F-14,"Changed elevator and bails. Installed 30"" bushing. Prepared HTS."
NO 15/9-F-14,Cleared rig floor.
NO 15/9-F-14,"Held pre-job meeting with all personnel involved. Prepared shoe joint and checked float for flow-through with SW. Painted shoe white. Continued to RIH with 30"" conductor as per tally."
NO 15/9-F-14,"RIH with 30"" conductor x-over joint and started installing cement top-up system with cement outlet 35 m below mud line. Aligned UWG top-up system to avoid conflict with the 3 hydraulic rams in the template well slot."
NO 15/9-F-14,"RIH with 30"" conductor x-over joint and installing cement top-up system with cement outlet 35 m below mud line."
NO 15/9-F-14,"Changed 30"" conductor bails and elevator to to 5 1/2"" DP handling equipment."
NO 15/9-F-14,"Held pre-job meeting with involved personnel. Focused on weather conditions and running into splash zone. PU and installed 30"" conductor housing joint."
NO 15/9-F-14,"WOW, due to high wind and waves. Wind 50-87 knop."
NO 15/9-F-14,"WOW, due to high wind, waves and hael. Wind 65-83 knop."
NO 15/9-F-14,WOW due to high wind and waves.
NO 15/9-F-14,WOW due to high wind and waves.
NO 15/9-F-14,WOW. High wind and waves. Meanwhile performed rig maintenance.
NO 15/9-F-14,"Held a tool box meeting. Run the 30"" conductor housing. Laid down the conductor running tool."
NO 15/9-F-14,Run and made up the cementing stinger in the conductor.
NO 15/9-F-14,"Picke up CART housing. Installed 2"" fill up valve. Installed inclinometer on CART."
NO 15/9-F-14,"Installed top up cement system on the 30"" conductor pipe whlie running down. Foot injury on centraliser deck."
NO 15/9-F-14,Investigated incident involving a service hand.
NO 15/9-F-14,"Continued to install top up cement system on the 30"" conductor pipe whlie running down."
NO 15/9-F-14,"Run 30"" conductor on 5 1/2"" landing string."
NO 15/9-F-14,"Continued to run 30"" conductor on 5 1/2"" landing string. Problems with top drive torque wrench."
NO 15/9-F-14,Problems with torque wrench on top drive. Not able to disconnect top drive from landing string.
NO 15/9-F-14,Pulled back one single. Broke connection using the iron roughneck. Continued to RIH. Stabbed conductor into guide funnel at 03:30 hrs. Checked orientation of conductor shoe. Observed a broken connetion on the top up cement system. Continued to run the conductor to 160 m. Observed 20 tons weight. Worked conductor down to 169 m.
NO 15/9-F-14,Made up the top drive and started to wash down from 169 m. Flow: 1000 ltr/min. SPP: 4 bar. Observed some of the cement top up piping no longer attached to the conductor pipe. Attempted to recover broken cement top up piping in the guide funnel.
NO 15/9-F-14,Recovered broken off piece of top up cement piping.
NO 15/9-F-14,"Held tool box meeting with oncoming crew. Washed down with 30"" conductor from 169 to 180 m, 1000 lpm."
NO 15/9-F-14,"Held a toolbox meeting. Rigged up tugger on centralizer deck and pulled conductor to starboard aft. Guided the conductor carefully through the guide funnel to 180.2 m to avoid further damage on top up cement piping. Washed down with 30"" conductor from 180.2 m to 190 m, 1000 lpm. Observed leakage in top up cement piping at approx. 11 m below top housing."
NO 15/9-F-14,"Laid down top single at 190 m. Made up the cement stand. Washed down with the conductor to approx 40 cm above TD, 1000 lpm. Took digiquartz measurements. RIH and set conductor at TD 196.8 m. Confirmed top of housing 43 cm lower than F-7."
NO 15/9-F-14,Prepared to activated the centralizers on the template using the ROV.
NO 15/9-F-14,"Held a tool box meeting regarding the cementing of the 30"" conductor. Pressure tested the cementing line to 100 bar. Connected hot stab. Run centralizer sylinders on template and verified conductor position with ROV. Checked inclination: Roll 0.12, pitch 0.8."
NO 15/9-F-14,"Circulated 30 m3 of SW with 2500 lpm. Observed returns from slot F-14 came out of conductor annulus on slot F-7. Took time out, evaluated situation."
NO 15/9-F-14,Held a tool box meeting prior to rig down the cement line.
NO 15/9-F-14,"Retracted centralizer dogs on template. Picked up 0,5 m  to confirm conductor free, free up weight 124 ton, no excess drag."
NO 15/9-F-14,"Attempted to confirm dogs fully retracted with ROV, not possible due to bad visibility."
NO 15/9-F-14,WOW for visibillity to improve on the template.
NO 15/9-F-14,"Washed back to TD with conductor, 800 lpm."
NO 15/9-F-14,WOW for visibility to improve on template.
NO 15/9-F-14,"WOW for visibility to improve on template. Unable to engage hot-stab for centraliser rams. Damaged claw for ROV arm. Came to surface with ROV to repare claw, dived again with ROV."
NO 15/9-F-14,WOW for visibility to improve on template. Held meeting with essential personnel and went thought conductor cementing procedure.
NO 15/9-F-14,WOW for visibility to improve on template.
NO 15/9-F-14,"WOW for visibility to improve on template. Meanwhile lined up and pressure tested the cement line to 100 bars. Stabbed hot-stab.
"
NO 15/9-F-14,"Worked with centralizer rams, rams were not working properlyy. Took out the hot-stab and flushed the lines, and stabbed the hot-stab back in, now the centralising rams worked properly. Retracted rams."
NO 15/9-F-14,"WOW for visibility to improve on template.
"
NO 15/9-F-14,"Held tool box talk prior to cementing of the 30"" conductor."
NO 15/9-F-14,"Circulated SW at 250 lpm increased to 1000 lpm in 250 lpm steps. Still only returns coming out from F-7, hook load came down with 10 MT to 92 MT while pumping at 1000 lpm.
"
NO 15/9-F-14,"Pumped 30 m³ 1.7 SG mud, 1000 lpm, 5.7 bars, hookload dropped to 85 MT. Still only returns out from F-7. Picked up one meter with 120 MT and washed conductor back to setting depth, final hook load 76 MT. Total 20 m³ 1.7 SG mud pumped while washing down.
"
NO 15/9-F-14,"Started to take digiquartz measurement to confirm correct setting depth of the 30"" conductor.
"
NO 15/9-F-14,"Picked up to original pick up weight of 120 MT 0.8 meter. Washed down conductor to correct setting depth at 196.8 meter, hook load 101 MT. Checked depth with digiquartz; 38 cm below F-7. Pumped 19 m³ of 1.7 SG mud, then 38 m³ sea water while washing down, return fluid up on nearby well, F-7."
NO 15/9-F-14,"Washed down 5 cm, and circulated/worked string until correct hookload, pumped a total of 216 m³ of sea water. Hook load 101 MT.  Return fluid up on nearby well, F-7."
NO 15/9-F-14,Closed the centraliser Rams and verified same with the ROV. Checked depth with digiquartz; 43 cm below F-7.
NO 15/9-F-14,Pumped 15 m³ 1.65 SG mud and applied 20 bars back pressure to IBOP.
