nameWell,comments
NO 15/9-F-10,"Removed hatch for F-10. 
Meanwhile :Ran foxhole and secured same."
NO 15/9-F-10,"Held toolbox meeting. M/U 36"" BHA. Ran in and entered template at 142,4 m.  Tagged seabed at 142,9 m."
NO 15/9-F-10,"Started to wash down at 600 - 1000 lpm, taking weight straight away. Started to rotate 20 RPM. worked pipe between 142,9 m - 144,7 m. Pulled back to 143,4 m and held 20 RPM and 1000 lpm. Stopped rotation and stopped pumps. ROV checked bit position."
NO 15/9-F-10,"Drilled back down to 144,9 m. Stopped rotation and pumps. ROV moved into template to observe position of bit. Continued to drill, worked 26""/36"" HO into slot. Drilled from 144,9 m to 148,1 m. 1000 lpm - 2300 lpm, 20 RPM."
NO 15/9-F-10,"Stopped rotation and pumps. ROV moved into template to observe position of centralizer drill bushing. Continued to drill from 148,1 m  to 151 m. 1000 lpm, 20 RPM. 
"
NO 15/9-F-10,"Drilled 36"" hole from 151 m to 165 m. 80 RPM, 4 -5 ton WOB, 3000 lpm, trq 3 kNm,  Took survey at 160 m. Inclination 0,28 deg. Pumped HIVIS pills as per program."
NO 15/9-F-10,"Drilled 36"" hole from 165 m to 207 m (17 1/2"" bit depth). 90-100 RPM, 5 ton WOB, 4000-4450 lpm, 3,7 kNm, ROP 5-20 m/hr. Pumped HIVIS pills as per program.
Took survey at 170 m: Inclination 0,27 deg. 
Took survey at 180 m: Inclination 0,17 deg.
Took survey at 190 m: Inclination 0,21 deg.
Took survey at 206 m: Inclination 0,15 deg."
NO 15/9-F-10,"Circulated 1,5 bottoms up with seawater. Pumped 40 m3 HIVIS pill at 4500 lpm. Displaced well to 1,40 sg WBM at 4500 lpm / SPP 128 bar, 10 RPM."
NO 15/9-F-10,"POOH with 36"" BHA to 167 m."
NO 15/9-F-10,"POOH with 36"" BHA to 147 m. Topped up hole with 1,40 sg WBM. POOH to 121 m."
NO 15/9-F-10,"POOH with 36"" BHA to 36 m."
NO 15/9-F-10,Investigated and repaired leak on AFT Iron roughneck.
NO 15/9-F-10,"POOH with 36"" BHA to 8 m. Held Toolbox talk prior to remove bushings with low block height. Pulled Holeopener through rotary and laid out same."
NO 15/9-F-10,Performed full derrick and top drive inspection.
NO 15/9-F-10,"Held tool box talk- Rigged to run 30"" conductor."
NO 15/9-F-10,Waited on crane / deck crew to unload boat.
NO 15/9-F-10,"Held toolbox talk with deck crew and 3rd partys prior to pick up an run 30"" Conductor.
P/U and ran 30"" Conductor shoe joint to 12 m. Filled shoe joint to check ball valve."
NO 15/9-F-10,"Held toolbox talk. P/U and ran 2 x 30"" intermediate joints and 1 30"" X-over joint. Changed out casing handling gear.  Installed elevator rotator and M/U kevlar belt tongs. P/U 30"" Conductor housing joint."
NO 15/9-F-10,"M/U 30"" Conductor housing joint. Ran carefully into splash zone with 30"" Conductor. Waves and current was too high to continue operation and risk damaging adjacent production risers. Pulled up with 30"" Conductor to above sea-level and double-secured same. Significant wave height 1,6 m. Max wave height 2,5 m."
NO 15/9-F-10,"Waiting on weather to run 30"" Conductor. Notified Maersk Production to bean up wells.
While waiting on weather cleared rig floor. Removed frame and cage from HTS. Picked up cement stand. Started to pressure test BOP."
NO 15/9-F-10,Waiting on weather. Meanwhile pressure tested BOP to 1035 bar (15000 psi).
NO 15/9-F-10,Waiting on weather. Meanwhile continued to make up cement stand.
NO 15/9-F-10,Waiting on weather. Meanwhile repaired leak on FWD PRS top jaw.
NO 15/9-F-10,Waiting on weather. Meanwhile calibrated FWD PRS. Lined up to test lower pipe ram (LPR) on BOP.
NO 15/9-F-10,"Waiting on weather. Meanwhile rigged up and laid out MWD and 2 x 9 1/2"" drill collars from derrick. Pressure tested LPR on BOP to 20 bar / 5 minutes and 1035 bar / 15 minutes. Prepared 26"" BHA. Started to lay out 8 1/4"" jar."
NO 15/9-F-10,"Waiting on weather. Meanwhile held Toolbox talk with new crew. Continued to lay out 8 1/4"" drill collars. Pressure tested stand pipe manifoil to 1035 bar (15000 psi). L/D 8 1/4"" jar. Started to lift up last tension cylinder in moon pool."
NO 15/9-F-10,"Waiting on weather. Meanwhile picked up 8 1/4"" DC and racked in set back. Continued to install tension cylinder in moon pool."
NO 15/9-F-10,"Waiting on weather. Meanwhile P/U 8 1/4"" drill collars and racked back in set back. Installed last tension cylinder in moon pool."
NO 15/9-F-10,"Waiting on weather. Meanwhile rearranged collar fingerboard to rack back BHA and lay out 6 1/2"" jar."
NO 15/9-F-10,"Waiting on weather. Meanwhile laid out 6 1/4"" jar and 5"" HWDP."
NO 15/9-F-10,Waited on weather. Issued notice to shut in adjacent wells at 06:45. Meanwhile removed end stops on HTS. Made up aluminium inner string on HTS.
NO 15/9-F-10,"Removed dog collar and pulled slips. Ran 30"" conductor from 45 to 62 m MD."
NO 15/9-F-10,Installed C-plate in rotary. Hung off conductor housing in C-plate. Removed CART handling tool. Filled conductor with SW.
NO 15/9-F-10,"Installed C-plate on top of 30"" housing. Picked up and ran 2 ea premade lengths of aluminium stinger to 46 m inside 30"" conductor. Made up x-over to pup below CART."
NO 15/9-F-10,"Lowered CART and made up to 30"" coductor housing with 5 counterclockwise turns. Installed inclinometer and valve handle on CART."
NO 15/9-F-10,Removed C-plate from RT. Ran conductor housing through RT. Installed master bushing.
NO 15/9-F-10,"RIH with 30"" conductor on 5 1/2"" HWDP landing string from 65 m to 196 m MD. Marked pipe at 112,9 m to obtain relative distance top of conductor housing to Centralizer deck. Observed with ROV when comming through template."
NO 15/9-F-10,"Laid out 5 1/2"" HWDP single. Made up cementing single with side entry and FOSV. Made up TDS. RIH with 30"" Conductor to 201,7 m MD and adjusted setting depth according to marking on pipe releative to Centralizer deck."
NO 15/9-F-10,"Performed elevation check releative to F-15 using ROV and digiquartz, 18 mm deviation - ok. Recorded x/y inclinometer readings 0,0/0,2."
NO 15/9-F-10,Made up cement hose to pump in sub. Flushed lines. Performed line test agianst lo-torque valve to 200 bar / 5 min - ok.
NO 15/9-F-10,Circulated 28 m3 SW at 1500 lpm / SPP 0 bar.
NO 15/9-F-10,"Pumped indicator pill (LCM). Not able to suck effectively from pit. Changed mudpump, but problems prevailing. Mudpump strainers plugged by LCM. Total LCM pill pumped 3,5 m3. Displaced LCM pill to string by pumping 3,6 m3 seawater."
