nameWell,comments
NO 15/9-F-15 C,"Drilled and oriented 12 1/4"" hole section from 2575 m to 2579 m MD. Drilling parameters : 3000 lpm / SPP~160 bar / 80 rpm / Torque~16 kNm / WOB 1-3 MT. Controlled ROP to 2 m/hrs (time drililling). Routed returns to bigbag/IBC due to washout in DCI piping."
NO 15/9-F-15 C,"Drilled and oriented 12 1/4"" section from 2579 m to 2585 m MD. Drilling parameters : 3000 lpm / SPP ~157 bar / 130 rpm / Torque ~18 kNm / WOB ~2 MT. Controlled ROP to 2 m/hrs (time drililling). Routed returns to skips due to washout in DCI low pressure piping."
NO 15/9-F-15 C,"Pulled back into at 2545 m MD. As permitted by weather condtions, performed ciritical maintenance of TDS and PRS. Disconnected hose on cement standpipe for troubleshooting blockage on hose. Meanwhile perfomed cleaning of DCI mill tank."
NO 15/9-F-15 C,Excess time used on service on TDS and PRS. RIH to TD at 2585 m MD.
NO 15/9-F-15 C,"Downlinked Powerdrive. Drilled and oriented 12 1/4"" section from 2585 m to 2590 m MD. Drilling parameters : 3000 lpm / SPP ~160 bar / 130 rpm / Torque ~20 kNm / WOB ~1-5 MT / ECD 1,28. Controlled ROP to 10 m/hrs as dictated logistic challenges / weather conditions. Meanwhile performed cleaning/repairs in DCI system."
NO 15/9-F-15 C,"Drilled and oriented 12 1/4"" hole section from 2590 m to 2663 m MD. Drilling parameters : 3000 lpm / SPP ~160 bar / 80-130 rpm / Torque 20-24 kNm / WOB 2-7 MT / ECD 1,29. Stepped up ROP in incrememts from 10 to 25 m/hrs as dictated by cuttings handling."
NO 15/9-F-15 C,"At 2663 m MD, got problems with Powerdrive - not able to maintain toolface/steering. Pulled out to 2654 m MD and downinked Powerdrive in attempt to regain steering."
NO 15/9-F-15 C,Drilled ahead to 2665 m MD - prevailing problems in maintaining toolface with Powerdrive.
NO 15/9-F-15 C,Reciprocated on stand whilst discussing situation with town. Decided to POOH to change Powerdrive.
NO 15/9-F-15 C,Flow checked well prior to POOH - well static.
NO 15/9-F-15 C,"Pumped 5 m3 1,57 sg slug. Allowed mud level to settle."
NO 15/9-F-15 C,"POOH with 12 1/4"" drilling BHA on 5 1/2"" DP from 2565 m to 2464 m MD. Open hole tripping speed 200 m/hrs."
NO 15/9-F-15 C,"POOH with 12 1/4"" drilling BHA on 5 1/2"" DP from 2464 m to 609 m MD. Tripping speed 1280 m/hrs."
NO 15/9-F-15 C,Flowchecked prior to pulling BHA - well static. Observed slack hoist wire on PRS.
NO 15/9-F-15 C,Troubleshot slack wire on PRS. Found mismatch on tension cyclinders - rectified problem.
NO 15/9-F-15 C,"POOH with 12 1/4"" drilling BHA on 5 1/2"" HWDP from 609 m to 107 m MD."
NO 15/9-F-15 C,Held toolbox talk for installing bushings.
NO 15/9-F-15 C,Removed auto slips. Installed masterbushing and bowl.
NO 15/9-F-15 C,"POOH with 12 1/4"" BHA. Racked back BHA in derrick. Broke out powerdrive. Broke bit using rig tongs."
NO 15/9-F-15 C,"Laid down Powerdrive. Picked up back-up Powerdrive. Made up 12 1/4"" bit. Hung off powedrive in rotary."
NO 15/9-F-15 C,"Made up and RIH with 12 1/4"" BHA to 107 m MD."
NO 15/9-F-15 C,Removed masterbushing. Installed auto slips.
NO 15/9-F-15 C,"RIH with 12 1/4"" drilling BHA on 5 1/2"" HWDP/DP from 107 m to 606 m MD."
NO 15/9-F-15 C,Fiilled pipe and  performed shallow test of Powerdrive and MWD - ok. Performed kick-drill.
NO 15/9-F-15 C,"RIH with 12 1/4"" drilling BHA on 5 1/2"" DP from 606 m to 1697 m MD. Filled pipe every 500 m tripping in. Tripping speed 545 mhrs."
NO 15/9-F-15 C,"RIH with 12 1/4"" drilling BHA on 5 1/2"" DP from 1697 m to 2626 m MD. Filled pipe every 500 m. Tripping speed 465 m/hrs."
NO 15/9-F-15 C,Made up TDS. Washed down last stand at 2000 lpm / SPP 80 bar.
NO 15/9-F-15 C,"Drilled and oriented 12 1/4"" hole section from 2665 m to 2755 m MD. Downlinked Powerdrive and took surveys at connections as instructed by DD/MWD. Drilling parameters : 3200 lpm / SPP ~180 bar / 65-130 rpm / Torque 18-24 kNm / WOB 2-8 MT / ECD 1,28. Linited ROP to 10 m/hrs due limited processing capacity and ongoing work on DCI. Full capacity of DCI regained at 18:00."
NO 15/9-F-15 C,"Drilled and oriented 12 1/4"" hole section from 2745 m to 2790 m MD. Drilling prameters : 3200-3400 lpm / SPP 175-195 bar / 130 rpm / Torque 18-24 kNm / WOB 2-9 MT / ECD 1,27. ROP 3-8 m/hrs as determined by geology. Experienced high stick/slip and low ROP from ~2770 m MD (Ekofisk). 100% limestone shows at 2780 m MD. Performed kick drill."
NO 15/9-F-15 C,"Drilled and oriented 12 1/4"" hole section from 2790 m to 2818 m MD. Drilling parameters 3400 lpm / SPP ~180 bar / 130-160 rpm / Torque 20-26 kNm / WOB 5-9 MT / ECD 1,27. ROP 2-8 m/hrs as determined by geology. Experienced high stick/slip when drilling chalk."
NO 15/9-F-15 C,"Drilled 12 1/4"" hole section from 2818 m to 2853 m MD. Drilling parameters : 3400 lpm / SPP ~194 bar / 150-180 rpm / Torque 23-29 kNm / WOB 10-12 MT / ECD 1,27. ROP 3-8 m/hrs as determined by geology and stick/slip. Lost return flow and standpipe pressure."
NO 15/9-F-15 C,"Observed lost return to pit and falling standpipe pressure. Picked off bottom and reciprocated stand from 2827 m to 2841 m MD / 10 rpm.  No drop in active, annulus full, i.e. no downhole losses detected. Ivestigated situation. Inspected lines from pit to TDS, found no leakages. Closed IBOP and attmepted to pump, found that problem was related to the surface system."
NO 15/9-F-15 C,Lined up cement unit to circulate on well. Circulated in well at set intervalls using cement unit pumping at 1200 lpm / SPP 26 bar. Reciprocated stand and rotated 10 rpm. Monitoed well on trip tank when not pumping - well static. Performed troubleshooting on pumps and circulation system.
NO 15/9-F-15 C,Found likely cause of problem to be blocked splitter valve in suction module. Not able to use pit#7 as active pit. Lined up to pump from pit #15 taking retuns to pit #15 and #7 and used mixpump for levelling the two pits. Stepped up pumprate to 3400 lpm and RIH to 2853 m MD.
NO 15/9-F-15 C,"Drilled 12 1/4"" hole section from 2853 m to 2865 m MD. Drilling parameters : 3400 lpm / SPP ~194 bar / 150-180 rpm / Torque 24-27 kNm / WOB 6-8 MT / ECD 1,28. ROP 2-6 m/hrs as determined by geology."
NO 15/9-F-15 C,"Drilled 12 1/4"" hole section from 2865 m to 2896 m MD. Drilling parameters : 3400 lpm / SPP ~198 bar / 150-180 rpm / Torque 24-27 kNm / WOB 6-8 MT / ECD 1,28. ROP 4-7 m/hrs as determined by geology."
NO 15/9-F-15 C,"Drilled 12 1/4"" hole from 2896 m to section TD at 2920 m MD. Drilling parameters : 3400 lpm / SPP ~195 bar / 180 rpm / Torque 28-32 kNm / WOB 3-5 MT / ECD 1,28. ROP 4-7 m/hrs as determined by geology."
