nameWell,comments
NO 15/9-F-1 B,"Continued to kick off from F-1 A. Drilled 12 1/4""  hole from 2617 m to 2627 m as per Baker DD instructions. WOB 2 - 5 tonne. 2800 l/min/ 153 bar.  40 rpm / 13 - 17 kNm.

Started bleeding in LCM premix, 4m3 per stand for drilling Ty Fm."
NO 15/9-F-1 B,"Drilled and oriented 12 1/4"" hole from 2627 m to 2650 m. Average ROP 11,5 m/hr. 
WOB 3 - 6  tonne. 3500 l/min/ 215 - 220 bar.  80 rpm / 15 -18 kNm. ECD 1,32 SG.

Bleed in LCM premix as per plan to maintain particle concentration.
Initially controlled ROP to 10 m/hr."
NO 15/9-F-1 B,"Drilled and oriented 12 1/4""  hole from 2650 m to 2763 m. Average ROP: 22,6 m/hr, 
WOB 2 - 6 tonne. 3500 l/min/ 215 - 220 bar.  80 rpm / 17 - 21 kNm. ECD 1,32 SG.
 
Bleed in LCM premix as per plan to maintain particle concentration."
NO 15/9-F-1 B,"Drilled and oriented 12 1/4""  hole from 2763 m to 2820 m. Average ROP: 21,6 m/hr
WOB 3 - 11 tonne. 3500 l/min/ 217 - 230 bar. 100 rpm / 17 - 29 kNm. ECD 1,32 SG.

Maintained LCM background concentration."
NO 15/9-F-1 B,Cleared tripped cuttings conveyor.
NO 15/9-F-1 B,"Drilled 12 1/4"" hole from 2820 m to 2903 m. Average ROP: 19,5 m/hr.
WOB 9 - 12 tonne. 3500 l/min / 220 - 235 bar. 100 rpm / 11 - 29 kNm. ECD 1,31 SG. 

Maintained LCM background concentration."
NO 15/9-F-1 B,"Drilled 12 1/4""  hole from 2903 m to 3010 m, Average ROP: 21,4 m/hr, 
WOB 9 - 12 tonne. 3500 l/min/ 225 - 230 bar. 100 rpm / 20 - 30 kNm. ECD 1,31 SG.

Maintained LCM background concentration."
NO 15/9-F-1 B,"Drilled 12 1/4""  hole from 3010 m to TD at 3097 m. Average ROP: 16,6 m/hr
WOB 10 - 14 tonne. 3500 l/min/ 225 - 238 bar. 100 rpm / 20 - 25 kNm. ECD 1,31 SG.

Section TD at 3097 m.
Maintained LCM background concentration."
NO 15/9-F-1 B,Took TD survey and downlinked to ribs off.
NO 15/9-F-1 B,"Circulated hole clean w/ 3500 l/min/ 212 - 220 bar, 100 RPM / 12 - 15 kNm, ECD 1,30 SG."
NO 15/9-F-1 B,"Circulated hole clean w/ 3500 l/min/ 210 - 212 bar, ECD 1,30 SG. Circulated total 3 B/U, 690 m3.
Racked one stand.
Meanwhile repaired hydraulic leak on TDS allignment cylinder. Serviced TDS and dolly."
NO 15/9-F-1 B,"Flowchecked well for 15 min. Well stable.
Meanwhile performed TBT for drop down Gyro."
NO 15/9-F-1 B,Dropped gyro.
NO 15/9-F-1 B,RIH to bottom.
NO 15/9-F-1 B,"POOH w/ 12 1/4"" BHA and drop gyro on 5 1/2""  DP from 3096 m to 2900 m. Pulled 5 stands wet."
NO 15/9-F-1 B,Pumped 4m3 slug and chased same. Filled trip tank.
NO 15/9-F-1 B,"Continued to POOH with 12 1/4"" BHA and drop gyro on 5 1/2"" DP. 
Baker mud logging unit shut down due to high winds."
NO 15/9-F-1 B,Troubleshoot logging unit and prepared temporary wind protection on air intake.
NO 15/9-F-1 B,"POOH w/ 12 1/4"" BHA. Controlled speed while monitoring volumes with rig sensors. 
Meanwhile arranged wind protection and re-booted logging unit."
NO 15/9-F-1 B,"POOH w/ 12 1/4"" BHA and drop gyro into the casing shoe."
NO 15/9-F-1 B,Flowchecked well for 15 min. Well stable.
NO 15/9-F-1 B,"POOH w/ 12 1/4""  BHA on 5 1/2"" DP from 2590 m to 448 m . Avg. tripping speed 856 m/hr."
NO 15/9-F-1 B,Took rotational shot surveys as per Scientific instructions.
NO 15/9-F-1 B,"POOH with 12 1/4"" BHA from 448 m to 247 m."
NO 15/9-F-1 B,Flow checked well for 15 min prior to pull BHA through BOP. Well stable. Hold TBT for handling BHA.
NO 15/9-F-1 B,"POOH 12 1/4"" BHA on HWDP. Racked HWDP stands."
NO 15/9-F-1 B,Recovered gyro tool string and L/D same.
NO 15/9-F-1 B,Removed PS21 slips and installed master bushings.
NO 15/9-F-1 B,"L/D 12 1/4"" BHA from 125 m to 32 m as per Baker DD lay down plan."
NO 15/9-F-1 B,Plugged into OnTrak and downloaded data.
NO 15/9-F-1 B,"POOH to 3 m, plugged into CoPilot and downloaded data."
NO 15/9-F-1 B,"Cleaned and layed out BHA, inspected bit. Bit grading: 0-2-WT-T-X-1/16-NO-TD."
NO 15/9-F-1 B,Cleaned and cleared rigfloor.
NO 15/9-F-1 B,Picked up bullnose jetting sub and WBRRT.
NO 15/9-F-1 B,"RIH to 138 m, restricted speed due to fullbore tool. M/U TDS and jetted well head area with 1500 lpm, 15 bar."
NO 15/9-F-1 B,"RIH from 138 m to 181 m, set down 5 tons and checked measurement for casing hanger run. Pulled WB with 37 tons overpull."
NO 15/9-F-1 B,"POOH from 181 m to 138 m, jetted wellhead area with 1500 lpm, 15 bar. Dropped drift and POOH to surface. L/D WB, reset tool and L/D same."
NO 15/9-F-1 B,Cleaned and cleared rigfloor.
NO 15/9-F-1 B,"Moved Weatherford tong into position, arranged hoses and JAM unit."
NO 15/9-F-1 B,Hold TBT prior to slip and cut operation.
NO 15/9-F-1 B,"Rigged up, slipped and cut 44 m drill line. Cleaned and cleared rig floor."
NO 15/9-F-1 B,Calibrated blocks with both rig and Baker systems.
NO 15/9-F-1 B,Tidied rigfloor prior to rigging up casing equipment.
NO 15/9-F-1 B,"R/U handling equipment for 9 5/8"" casing. Changed bails and installed elevators, function tested same. Removed bushings and installed FMS. Function tested same."
NO 15/9-F-1 B,Performed Pre-job Meeting prior to pick up shoe joint.
NO 15/9-F-1 B,"P/U 9 5/8"" shoe joint from deck, checked float ok."
NO 15/9-F-1 B,Installed Weatherford fill-up tool. Installed bypass baffle.
NO 15/9-F-1 B,M/U shoe joint to float collar/intermediate stand from derrick. Thread locked connection.
NO 15/9-F-1 B,"RIH shoetrack, P/U single joint from deck and M/U same."
NO 15/9-F-1 B,"RIH with 9 5/8"" 53,5ppf P110 Vam TOP casing from 63 m to 209 m . Run casing in stands from derrick. Filled every stand."
NO 15/9-F-1 B,Changed leaking mud saver valve.
NO 15/9-F-1 B,"RIH with 9 5/8"" 53,5 ppf P110 Vam TOP casing from 209 m to 1207 m. Run stands from derrick. Filled casing every stand. Average running rate 5,5 stands/hr"
NO 15/9-F-1 B,"RIH with 9 5/8""  53,5ppf P110 Vam TOP casing from 1207 m to 2489 m. Run stands from derrick. Filled casing every stand. Average running rate 7,1 stands/hr."
NO 15/9-F-1 B,"Changed to 10 3/4"" elevators and tong jaws."
NO 15/9-F-1 B,P/U x-over joint from deck and M/U same.
NO 15/9-F-1 B,"Changed out slips to 10 3/4"" and changed die blocks in casing tong."
NO 15/9-F-1 B,"RIH with 10 3/4"" 65,7ppf P110 Vam TOP casing from 2489 m to 2944 m. Run stands from derrick. Filled casing every stand. Average running rate 5 stands/hr."
NO 15/9-F-1 B,Performed TBT before rigging down casing running equipment.
NO 15/9-F-1 B,"R/D casing fill-up tool, bails, elevator and rotator. Installed bails and elevators for 5 1/2"" DP."
NO 15/9-F-1 B,Performed TBT before picking up casing hanger.
NO 15/9-F-1 B,"P/U, cleaned and M/U casing hanger."
NO 15/9-F-1 B,Removed PS30 slips and installed outer ring and master bushings. RIH hanger below rotary.
NO 15/9-F-1 B,"R/D handling equipment for 10 3/4"" casing, R/D casing tongs and cleared rig floor."
NO 15/9-F-1 B,"RIH with 9 5/8"" x 10 3/4"" casing on 5 1/2 HWDP  landing string from  2954 m to 2994 m. Circulated string with 500 lpm while RIH."
NO 15/9-F-1 B,RIH on landing string from 2994 m to 3089 m. Circulated string with 500 lpm while RIH.
NO 15/9-F-1 B,Broke out HWDP double from LS.
NO 15/9-F-1 B,P/U cement stand. M/U cement hoses and control lines. M/U cement stand to landing string. Landed casing hanger in wellhead as per Vetco instructions. Confirmed hanger set as per procedure.
NO 15/9-F-1 B,Increased flow in 250 l/min steps to 2500 l/min/ 80 bar. Let flow and pressure stabilize on each step. No losses to formation.
NO 15/9-F-1 B,"Circulated prior to cement job 2500 l/min  80 - 85 bar.  After 1,15 x B/U experienced a 5 bar pressure drop and indication of losses. Checked surface equipment, ok."
NO 15/9-F-1 B,"Established loss free rate at 1350 lpm/ 45 bar. Lost 3,2 m3 of mud in total during circulation. Held TBT prior to cement job."
NO 15/9-F-1 B,"Pumped 22 m3 of 1,60 SG spacer with rig pumps, pumped with loss free rate 1350 lpm.
Lined up from cement unit and verified line-up.
Released dart for bottom plug, verified flag indication.
Mixed and pumped 14 m3 1,90 SG slurry at 680 lpm, Released top dart and observed top plug release at 950 l pumped and 82 bar. 
Chased cement w/ rigpumps and 2500 lpm. Displaced cement with 1300 - 1600 lpm. 
Used bottom plug landing shear to calibrate pump efficieny: 95,6%
Displaced cement into annulus with 2000 lpm, following pump plan. Bumped top plug at 5190 strokes (95,6% efficency). 
Pressured up to 70 bar above final circulation pressure of 55 bar.
Checked for back flow, floats holding.
Lost in total 8 m3 OBM to formation.
"
NO 15/9-F-1 B,"Bleed off pressure and checked for back flow, floats holding."
NO 15/9-F-1 B,Flushed manifolds after cement job and prepared for setting seal assembly.
NO 15/9-F-1 B,Attempted to set seal assembly as per Vetco procedure.
NO 15/9-F-1 B,"Leak on Halliburton cement unit, trouble shoot and repaired same."
NO 15/9-F-1 B,"Set seal assembly as per Vetco procedure. Took 45 ton overpull, closed annular preventer and confirmed seal assembly set. Tested annular BOP against seal assembly 20/345 bar 5/10 min."
NO 15/9-F-1 B,Tested BOP pipe rams to 20 bar/ 5 min and 345 bar/ 10 min as per Maersk procedure.
NO 15/9-F-1 B,"Opened BOP, released PADPRT according to Vetco procedure."
NO 15/9-F-1 B,L/D cement head. M/U double to landing string. Installed sponge balls and circulated w/ 3500 l/min/ 37 bar.
NO 15/9-F-1 B,"POOH from 139 m to surface, cleaned PADPRT and checked lead impression blocks. L/O tool to cantilever."
NO 15/9-F-1 B,Cleaned and cleared rig floor.
NO 15/9-F-1 B,"M/U bullnose, WBRRT and wearbushing. RIH to 139 m and landed WB, took 5 ton overpull."
NO 15/9-F-1 B,Lined up and tested middle pipe ram to 20 bar/ 5 min and 345 bar/ 10 min.
NO 15/9-F-1 B,"Released WBRRT with 5 right hand turns, POOH to surface. Cleaned and reset running tool, L/O same."
NO 15/9-F-1 B,"Cleaned and cleared rigfloor.


Continue reporting on F-99 during Maersk rig maintenance/rig survey."
NO 15/9-F-1 B,"***Report continuing from well 15/9-F-99, report #229***

Performed prejob meeting prior to pick up and make up 8 1/2"" bottom hole assembly."
NO 15/9-F-1 B,"Picked up and made up 8 1/2"" bottom hole assembly to 47m MD."
NO 15/9-F-1 B,Uploaded and iniated Testrak and ontrak/copilot.
NO 15/9-F-1 B,Picked up float sub and stabilizer. Washed and cleaned all ports.
NO 15/9-F-1 B,Installed radioactive sources.
NO 15/9-F-1 B,"Picked up and made up 8 1/2"" bottom hole assembly from 50m to 198m."
NO 15/9-F-1 B,"Changed to 5 1/2"" handling equipment."
NO 15/9-F-1 B,"Ran in hole with 8 1/2"" bottom hole assembly on 5 1/2"" drill pipe from 198m to 1005m.
Average tripping speed: 530 m/hr."
NO 15/9-F-1 B,Filled pipe. Performed shallow test of MWD tools.
NO 15/9-F-1 B,"Ran in hole with 8 1/2"" bottom hole assembly from 1005m to 2013m.
Average tripping speed: 672 m/hr."
NO 15/9-F-1 B,Filled drillpipe.
NO 15/9-F-1 B,"Ran in hole with 8 1/2"" bottom hole assembly on 5 1/2"" drill pipe from 2013m to 2981m.
Average tripping speed: 645 m/hr."
NO 15/9-F-1 B,Performed choke drill.
NO 15/9-F-1 B,"Established circulation with 1500 lpm, 121 bar and 30 rpm. Washed in hole with 8 1/2"" bottom hole assembly on 5 1/2"" drill pipe from 2981m to 3027m."
NO 15/9-F-1 B,"Washed in hole with 8 1/2"" bottom hole assembly on 5 1/2"" drill pipe with 1500 lpm and 30 rpm from 3027m MD to 3044m MD. Tagged top of cement at 3044m MD with 5MT."
NO 15/9-F-1 B,"Established parameters at 2000 lpm, 192-200 bar and 60 rpm. Drilled through top wiper plug from 3044m MD to 3047m MD.

Meanwhile: Increased mud weight from 1.28 sg to 1.32 sg."
NO 15/9-F-1 B,"Drilled shoetrack and shoe from 3047m MD to 3090m MD with 2000-2200 lpm, 198-206 bar, 60-80 rpm, 7-15 kNm and 5-8MT."
NO 15/9-F-1 B,Drilled and cleaned out rat hole from 3090m MD to 3097m MD in 1m increments.
NO 15/9-F-1 B,"Drilled 3 meter of new formation from 3097m MD to 3100m MD with 2300 lpm, 189 bar, 80 rpm, 12-18 kNm, 3-6 MT and 1.49 sg ECD."
NO 15/9-F-1 B,Circulated and conditioned mud prior to perform FIT.
NO 15/9-F-1 B,Flushed lines and performed line test to 200 bar for 10 minutes.
NO 15/9-F-1 B,"Performed FIT to 1.60 sg by applying 80 bar down drill string and annulus with 1.32 sg mud for 10 minutes. Pumped 650 liters, bled 600 liters back."
NO 15/9-F-1 B,Performed slow circulation rates.
NO 15/9-F-1 B,"Drilled and oriented 8 1/2"" hole from 3100m MD to 3306m MD with 2200 lpm, 201-210 bar, 110-140 rpm, 10-20 kNm, 1.52-1.55 sg ECD, 6-10 MT.

Drilling ROP: 30 m/hr.
Average ROP (including connections): 17 m/hr."
NO 15/9-F-1 B,"Drilled and oriented 8 1/2"" hole from 3306m MD to 3343m MD with 2250 lpm, 201-204 bar, 140 rpm, 16-24 kNm, 1.52-1.53 sg ECD, 7-8 MT.

Drilling ROP: 30 m/hr.
Average ROP (including connections): 21.1  m/hr"
NO 15/9-F-1 B,Recycled pumps due to bad survey.
NO 15/9-F-1 B,"Drilled and oriented 8 1/2"" hole from 3343m MD to 3465m MD with 2250 lpm, 203-206 bar, 140 rpm, 13-22 kNm, 1.53-1.55 sg ECD, 7-8 MT.

Drilling ROP: 30 m/hr.
Average ROP (including connections): 23.2 m/hr."
NO 15/9-F-1 B,Performed TD survey.
NO 15/9-F-1 B,"Circulated hole clean with 2400 lpm, 238-240 bar and 140 rpm."
NO 15/9-F-1 B,"Performed flowcheck prior to start perform pressure surveys for 15 minutes - well static.

Meanwhile: Performed prejob meeting prior to start performing pressure surveys."
NO 15/9-F-1 B,Downlinked MWD tools.
NO 15/9-F-1 B,"Relogged interval from 3462m MD to 3452m MD with 2100 lpm, 190 bar."
NO 15/9-F-1 B,"Pulled wet out of hole with 8 1/2"" bottom hole assembly on 5 1/2"" drill pipe from 3452m MD to 3365m MD."
NO 15/9-F-1 B,Performed sticky test prior to start pressure surveys.
NO 15/9-F-1 B,"Performed pressure surveys with TesTrak at:
- 3362.4 m MD
- 3333.9 m MD
- 3328.4 m MD
- 3323.4 m MD
- 3312.9 m MD
- 3305.9 m MD
- 3298.9 m MD
- 3293.4 m MD
- 3287.4 m MD
- 3279.4 m MD"
NO 15/9-F-1 B,"Relogged interval from 3253 - 3214m MD with 2200 lpm, 187 bar and 60 rpm."
NO 15/9-F-1 B,"Performed flowcheck prior to start pulling out of hole with 8 1/2"" bottom hole assembly in open hole for 15 minutes - well static."
NO 15/9-F-1 B,"Pumped slug and dropped 3"" drift.."
NO 15/9-F-1 B,"Pulled out of hole with 8 1/2"" bottom hole assembly on 5 1/2"" drill pipe from 3237m MD to 3090m MD at 240 sec/stand."
NO 15/9-F-1 B,"Pulled out of hole with 8 1/2"" bottom hole assembly on 5 1/2"" drill pipe from 3090m MD to 2985m MD at  210 sec/stand."
NO 15/9-F-1 B,Performed free torque readings for liner hanger reference.
NO 15/9-F-1 B,"Performed flow check prior to pull out of hole with 8 1/2"" bottom hole assembly in cased hole for 15 minutes - well static."
NO 15/9-F-1 B,"Pulled out of hole with 8 1/2"" bottom hole assembly on 5 1/2"" drill pipe from 2985m MD to 2750m MD at 210 sec/stand."
NO 15/9-F-1 B,"Pulled out of hole with 8 1/2"" bottom hole assembly on 5 1/2"" drill pipe from 2750m MD to 2400m MD at 180 sec/stand."
NO 15/9-F-1 B,"Pulled out of hole with 8 1/2"" bottom hole assembly on 5 1/2"" drill pipe from 2400m MD to 1926m MD at 120 sec/stand."
NO 15/9-F-1 B,"Pulled out of hole with 8 1/2"" bottom hole assembly on 5 1/2"" drill pipe from 1926m MD to 1600m MD at 1.5 min/stand.

Average pulling speed: 600 m/hr"
NO 15/9-F-1 B,"Pulled out of hole with 8 1/2"" bottom hole assembly on 5 1/2"" drill pipe from 1600m MD to 386m MD at 1 min/stand.

Average pulling speed: 620 m/hr"
NO 15/9-F-1 B,"Performed flowcheck prior to pull bottom hole assembly through BOP for 15 minutes - well static.

Meanwhlie: Performed prejob meeting prior to brake out and lay down 8 1/2"" bottom hole assembly."
NO 15/9-F-1 B,"Pulled out and laid down 8 1/2"" bottom hole assembly to 47m MD. Removed radioactive sources."
NO 15/9-F-1 B,Downloaded MWD tools.
NO 15/9-F-1 B,"Pulled out and laid down 8 1/2"" bottom hole assembly from 47m MD to deck."
NO 15/9-F-1 B,Removed excess equipment from drill floor. Cleaned and cleared rig floor.
NO 15/9-F-1 B,"Performed prejob meeting prior to rig up to run 7"" liner."
NO 15/9-F-1 B,"Rigged up to run 7"" liner."
NO 15/9-F-1 B,"Moved rollers and connected hydraulic power.

Meanwhile: Serviced travelling block and dolly."
NO 15/9-F-1 B,"Performed prejob meeting prior to run 7"" liner."
NO 15/9-F-1 B,"Picked up and made up FMS. Picked up shoe to rotary. Verified floats by hosing water through it. Picked up and made up 3 x intermediate joints and landing collar pup to 60m MD. 
Crane used for picking up shoe track joints due to hydraulic leak on catwalk."
NO 15/9-F-1 B,"Ran 7"" liner from 60m MD to 334m MD. Filled liner every 5th joint."
NO 15/9-F-1 B,Experienced problems with casing tong guide arm. Not possible to retract due to faulty shuttle valve. Attempted to repair shuttle valve - no go. Continued in manual mode.
NO 15/9-F-1 B,"Ran 7"" liner from 334m MD to 474m MD. Filled liner every 5th joint."
NO 15/9-F-1 B,"Changed handling equipment and removed power rollers.

Meanwhile: Performed prejob meeting prior to pick up and make up 7"" liner hanger assembly."
NO 15/9-F-1 B,"Broke out and laid down fill up crossover. Picked up 7"" liner hanger assembly. Made up and installed ball seat and wiper plugs."
NO 15/9-F-1 B,"Continued making up 7"" liner hanger assembly."
NO 15/9-F-1 B,"Ran in hole with 7"" liner on 5 1/2"" heavy weight drill pipe from 474m MD to 688m MD.


Average trip speed: 285 m/hr."
NO 15/9-F-1 B,Filled pipe.
NO 15/9-F-1 B,"Ran in hole with 7"" liner on 5 1/2"" drill pipe from 688m MD to 3090m MD.

Average trip speed: 356 m/hr.

Filled running string every 5th stand."
NO 15/9-F-1 B,Made up top drive and circulated one liner volume with 800 lpm and 42 bar. Performed up/down weight measurements.
NO 15/9-F-1 B,"Ran in hole with 7"" liner on 5 1/2"" bottom hole assembly from 3090m MD to 3435m MD.

Average trip speed: 230 m/hr.

Filled running string every 5th stand."
NO 15/9-F-1 B,"Established circulation with 400 lpm and 32 bar. Washed down last stand from 3435m MD to 3465m MD. Tagged bottom at 3465 with 5MT. Laid out one single 5 1/2"" drill pipe.
"
NO 15/9-F-1 B,Performed prejob meeting prior to pick up and make up cement head.
NO 15/9-F-1 B,Picked up and made up one 3m pup and cement head.
NO 15/9-F-1 B,"Established circulation with 1200 lpm and 86 bar. Washed in hole with 7"" liner on 5 1/2"" drill pipe and cement stand and tagged TD at 3465m MD. Pulled up 1.5m to setting depth. Circulated 2 x open hole volume."
NO 15/9-F-1 B,"Established rotation with 20 rpm and circulated bottoms up with 1200 lpm and 87 bar.

Meanwhile: Performed prejob meeting prior to set liner hanger and cement job."
NO 15/9-F-1 B,Stopped rotation and flow. Dropped ball and chased same with 500 lpm and 34 bar. Observed landing by pressure increase. Pressured up to 170 bar to set liner hanger. Confirmed liner set by slacking off 30MT.
NO 15/9-F-1 B,Applied 10MT weight on liner hanger. Released liner hanger running tool by rotating clockwise. Confirmed liner hanger running tool released by torque indications.
NO 15/9-F-1 B,"Pumped 10m3 1.32 sg oil based mud at 1500 lpm and 115 bar.
Lined up and pumped 15m3 1.38 sg spacer with rig pumps. Closed IBOP and applied 30 bar pressure.
"
NO 15/9-F-1 B,Mixed and pumped 11.2m3 1.90 sg cement slurry. Displaced cement line to drill floor with drill water.
NO 15/9-F-1 B,Lined up to mud pumps down string. Displaced cement with 41m3 1.32 sg oil based mud. Bumped the plug with 95.3% effeciency at 100 bar final circulating pressure. Pressured up to 170 bar.
NO 15/9-F-1 B,"Lined up to pump down string with cement unit and closed IBOP. Pressured up to 170 bar to equalize lo-torque. Pressure tested liner to 340 bar for 10 minutes. Observed pressure increase from 340 bar to 345 bar in 10 minutes. Bled off pressure to 5 bar and observed for pressure build up. Pumped a total of 290 liters, bled 300 liters back. 

Observed pressure build up from 5 bar to 10 bar in 10 minutes - ok. Disconnected lo-torque valve and observed for back flow - no back flow."
NO 15/9-F-1 B,Pulled up 4.5m to activate packer actorators. Ran in hole to apply weight to set packer. Attempted to apply 40MT weight to set packer. Observed shear at 14MT and 24MT weight. No additional weight increase was oberved. Pulled back to re-activate actorators. Attempted to apply 40MT weight to packer - no go. Pulled back and rotated string at 20 rpm. Ran in hole to set packer with 40MT - ok. Held 40MT on packer in 5 minutes. Slacked off weight.
NO 15/9-F-1 B,"Closed upper pipe ram and lined up to pump with cement unit down annulus. Pressure tested packer to 340 for 10 minutes - ok. Pumped a total of 1780 liters, bled back same."
NO 15/9-F-1 B,Opened upper pipe ram. Applied 30 bar on string and pulled out of hole 5m to release hanger - no pressure release observed. Pulled additional 2 meters - no pressure release observed. Bled off pressure and functioned IBOP close and open and applied 30 bar to string - observed running tool free from PBR.
NO 15/9-F-1 B,Increased flow to 2000 lpm and 128 bar. Ran in hole 2 meters to top of PBR. Circulated out excess cement at 2000 lpm and 128 bar.
NO 15/9-F-1 B,Continued circulating out spacer and excess cement at 2000 lpm and 183 bar. Diverted 20m3 spacer and excess cement to slop.
NO 15/9-F-1 B,"Broke out cement head, 3 meter pup and 2 drill pipe singles. Laid down same to deck. Inserted 2 x wiper balls and circulated same through string."
NO 15/9-F-1 B,"Pumped slug. Pulled out of hole with liner hanger running tool on 5 1/2"" drill pipe from 2970m MD to 230m MD."
NO 15/9-F-1 B,Performed prejob meeting prior to pull out of hole with liner hanger running tool.
NO 15/9-F-1 B,Removed PS21 slips and installed master bushings.
NO 15/9-F-1 B,"Pulled out of hole with liner hanger running tool on 5 1/2"" drill pipe and 5 1/2"" heavt weight drill pipe from 230m MD to 24m MD."
NO 15/9-F-1 B,Pulled out of hole and laid down liner hanger running tool to deck.
NO 15/9-F-1 B,Cleaned and tidied rig floor.
NO 15/9-F-1 B,Performed BOP function test.
NO 15/9-F-1 B,Picked up and made up jetting sub and ran in hole to 15m MD. Jetted BOP with 3000 lpm.
NO 15/9-F-1 B,Changed handling equipment.
NO 15/9-F-1 B,Picked up and made up cleanout assembly.
NO 15/9-F-1 B,"Moved power rollers. Installed 3 1/2"" auto slips and dog collar."
NO 15/9-F-1 B,"Performed prejob meeting prior to pick up and make up 3 1/2"" drill pipe from deck."
NO 15/9-F-1 B,"Ran in hole with cleanout assembly on 3 1/2"" drill pipe to 404m MD.

Average trip speed: 101 m/hr."
NO 15/9-F-1 B,"Changed to 5 1/2"" handling equipment."
NO 15/9-F-1 B,"Picked up and made  up Well commisioner assembly, circulating sub and well patroler assembly."
NO 15/9-F-1 B,Installed PS 21 slips.
NO 15/9-F-1 B,Performed prejob meeting prior to run in hole with cleanout assembly.
NO 15/9-F-1 B,"Ran in hole with cleanout assembly from 404m MD to 1040m MD (9 5/8"" scraper at 600m MD)."
NO 15/9-F-1 B,"Established circulation with 1500 lpm, 58 bar and 40 rpm and scraped and cleaned area from 592m MD to 623m MD."
NO 15/9-F-1 B,Ran in hole with cleanout assembly from 1040m MD to 2163m MD.
NO 15/9-F-1 B,Ran in hole with cleanout assembly from 2163m MD to 2822m MD.
NO 15/9-F-1 B,"Picked up and made up 10 3/4"" scraper and drift assembly."
NO 15/9-F-1 B,"Ran in hole with cleanout assembly from 2779m MD to 2961m MD (drift at 139m MD), Established circulation with 1200 lpm, 25 bar and 20 rpm. Attempted to drift casing - no go. Observed weight dropped 80MT."
