nameWell,comments
NO 15/9-F-1,Held toolbox talk prior to skidding rig from F-9 to F-1.
NO 15/9-F-1,Skidded rig port. Started to skid rig/cantilever forward.
NO 15/9-F-1,Skidded rig/cantilever forward to slot F-1. Picked up stabd of drillpipe and ran through F-1 slot. Checked allignment over slot and made adjustments accordingly. Built scaffolding around F-1 wellslot. Installed 2nd hatch in moonpool.
NO 15/9-F-1,"Held toolbox talk prior to picking up 36"" holeopener BHA."
NO 15/9-F-1,"Picked up 36"" x 26"" x 17 1/2"" holeopener and hung off in RT. Removed dog collar on drill guide bushing. Made up holeopener to BHA."
NO 15/9-F-1,"Made up DC and ran in with 36"" holeopener BHA to 133 m MD."
NO 15/9-F-1,"While observing with ROV, stabbed BHA into funnel at 140 m MD. Tagged seabed at 144,3 m with 5 MT WOB."
NO 15/9-F-1,Washed down from 144 m to 145 m with 1000 lpm.
NO 15/9-F-1,"Drilled 36"" hole section from 145 m to 165 m MD with reduced drilling parameters : Flow 600-1000 lpm / Rotation 10-25 rpm / WOB 1-3 MT / Torque 3-16 kNm. ROV observed that drill guide bushing landed in funnel. Survey at 165 m MD 0,21 deg. High torque and excessive rattling in string from 160-165 m MD."
NO 15/9-F-1,"Drilled 36"" hole section from 165 m to 17 1/2 TD at 226 m MD / 36"" TD at 223 m MD. Drilling parameters : Flow 4100-4400 lpm / Rotation 70-90 rpm /  WOB 1-3 MT / Torque 5-7 kNm. Swept hole with 20 m3 hi-vis before connection. Performed survey every 10 m. Final survey at 226 m MD 0,18 deg."
NO 15/9-F-1,"Ciruculated hole clean by pumping 1,5 x hole volume of seawater while reaming with 10 rpm."
NO 15/9-F-1,"Pumped 25 m3 hi-vis sweep followed by 60 m3 sewater at 4400 lpm. Mechanical popoff on mudpump #3 triggered unintentionally, no pressure spike observed. Discussed situation. Decided to continue operations and displace to 1,40 sg mud using only one mudpump."
NO 15/9-F-1,"Displaced hole from seawater to 1,40 sg WBM pumping with a limited rate of 2200 lpm."
NO 15/9-F-1,"Continued to displace well to 1,40 sg WBM with limited rate of 2200 lpm. Pumped a total of 95 m3 1,40 sg WBM."
NO 15/9-F-1,"POOH with 36"" holeopener BHA from 226 m to 215 m MD. Observed 10 MT overpull at 215 MD. Pipe free to move down. Applied 5 rpm rotation and pulled through thightspot while rotating. Stopped rotating at 213 m MD and continued pulling, no excessive drag observed."
NO 15/9-F-1,"POOH with 36"" holeopener BHA from 213 m to 150 m MD on 5 1/2"" HWDP. Topped up well with 5 m3 1,40 sg WBM pumping at 1000 lpm."
NO 15/9-F-1,"Pulled 36"" holeopener through template funnel to 128 m MD. Pumped 20 m3 seawater at 1800 lpm to clean string and surface lines."
NO 15/9-F-1,"Pulled and racked back BHA. Broke out and laid down 9 3/4"" DC and MWD."
NO 15/9-F-1,"Laid out 36"" x 26"" x 17 1/2"" holeopener and prepared for backload."
NO 15/9-F-1,Transported 1 x tension cylinder from drillfloor to Centralizer deck using tugger. Performed FG-check in derrick.
NO 15/9-F-1,"Held toolbox talk prior to rigging up 30"" conductor handling equipment."
NO 15/9-F-1,Removed drilling bails and elevator. Installed conductor bails and elevator. Brought conductor running equipment to riigfloor.
NO 15/9-F-1,Held toolbox talk prior to running conductor.
NO 15/9-F-1,"Removed masterbsuhing and installed 30"" conductor inserts in rotary."
NO 15/9-F-1,Picked up float shoe and hung off. Picked up conductor joint and made up to shoe. Filled shoe and checked for flowthrough - ok.
NO 15/9-F-1,"Ran 30"" conductor from 20 m to 68 m MD."
NO 15/9-F-1,"Held toolbox talk prior to changing handling gear. Changed from conductor bails/elevator/insert to 5 1/2"" handling equipment."
NO 15/9-F-1,"Held toolbox talk prior to picking up 30 conductor housing. Made up conductor housing to conductor, applied 33000 ft lbs m/u torque. Ran in with conductor to 82 m MD. Installed C-plate in rotary and landed conductor. Removed handling CART. Filled 30"" conductor with 14 m3 seawater. Meanwhile held toolbox talk for running innerstring."
NO 15/9-F-1,"Installed C-plate on top of conductor housing. Ran 7 ea 4 3/4"" aluminum innerstring joints inside conductor. Installed centralizer on joint #2. Changed seals on running CART. Made up CART to innerstring. Installed inclinometer and fillup valve handle on CART. Reading on inclinomenter : pitch 0,3 / roll 0,1."
NO 15/9-F-1,Landed CART in conductor housing and made up to same by 5 lefthand turns.
NO 15/9-F-1,"Picked up conductor and removed C-plate in rotary. Ran conductor below rotary and installed masterbushing, hung off on slips."
NO 15/9-F-1,"Picked up 5 1/2"" DP double and RIH with conductor. Guided conductor through Centralizer deck using sling and chainhoist."
NO 15/9-F-1,"Ran in hole with 30"" conductor on dedicated landing string to 138 m MD to put top of conductor below sealevel. Filled conductor with with 16 m3 seawater at 2000 lpm. Hookload after filling 110 MT."
