nameWell,comments
NO 15/9-F-15 B,"Drilled 8½"" hole from 3210m to 3401m. Drilling parameters: Flow 2140 lpm / SPP 142-157 bars / String RPM 130  TQ 15-20 kNm / WOB 3-8,5 / ECD 1.42 EMW / MUD weight 1.34 SG / ROP 20-30 mph. 
"
NO 15/9-F-15 B,"Continued drilling 8½"" hole from 3400m to 3416m. Drilling parameters: Flow 2140 lpm / SPP 157 bars / String RPM 130  TQ 16-20 kNm / WOB 4-9 / ECD 1.42 EMW / MUD weight 1.34 SG / ROP 30 mph."
NO 15/9-F-15 B,"Circulated hole clean prior to take pressure points, reciprocating the string. Simultaneously held tool box talk prior to take pressure points.
"
NO 15/9-F-15 B,"Performed sticky test. 5min PU 192 MT SO 136 MT. 10min PU 195 MT SO 136 MT
"
NO 15/9-F-15 B,"Correlation log from 3416m to 3411m.
Took pressure points:

MD probe      TVD                    Reservoir press.         Mud hydrostatic         Pressure gradient
3378m           2933.5m               No test
3377m           2932.8m              297.7 bars                   385.5 bars                   1.035 SG
3374m           2930.9m              297.8 bars                   385.3 bars                   1.036 SG
3370.5m        2928.7m                No test
"
NO 15/9-F-15 B,"Continued drilling 8½"" hole from 3416m to 3473m. Drilling parameters: Flow 2140 lpm / SPP 156 bars / String RPM 130  TQ 17-18 kNm / WOB 2-7 / ECD 1.42 EMW / MUD weight 1.34 SG / ROP 30 mph."
NO 15/9-F-15 B,"Continued drilling 8½"" BHA hole from 3473m to 3497m (TD). Drilling parameters: Flow 2140 lpm / SPP 156 bars / String RPM 130  TQ 17-18 kNm / WOB 2-7 / ECD 1.42 EMW / MUD weight 1.34 SG / ROP 30 mph. 
"
NO 15/9-F-15 B,"Circulated well clean reciprocating drill string 3000lpm, 140 rpm and 254 bars.
"
NO 15/9-F-15 B,"Flow checked well - well static. Simultaneously held tool box talk prior to POOH pumping.
"
NO 15/9-F-15 B,"POOH with 8½"" BHA pumping from 3497m to 2531m, 1000lpm 25-40 bars. Pulling speed 203 m/hours. Leak in Kelly hose connection.
"
NO 15/9-F-15 B,"Held tool box talk prior to repair the Kelly hose. Greased auto slips, installed TIW . Cleared and cleaned the rig floor. Circulated over the T/T.
"
NO 15/9-F-15 B,"Repaired the Kelly hose, O-ring bursted changed out same."
NO 15/9-F-15 B,Held tool box talk prior to slip and cut drill line.
NO 15/9-F-15 B,Slip and cut drill line.
NO 15/9-F-15 B,"Held tool box talk prior to POOH with 8½"" BHA. Simultaneously pumped 3.9m³ 1.60 SG slug.
"
NO 15/9-F-15 B,"POOH with 8½"" BHA on 5½"" DP from 2531m to 2210m. Pulling speed 458 m/hours. Filled trip tank.
"
NO 15/9-F-15 B,"Continued POOH with 8½"" BHA from 2210m to 1197m. Pulling speed 810 m/hours.
"
NO 15/9-F-15 B,"Changed over to 5"" handling equipment.
"
NO 15/9-F-15 B,"Continued POOH with 8½"" BHA on 5"" DP from 1197m to 139m. Pulling speed 846 m/hours.
"
NO 15/9-F-15 B,"Flow checked well - well static. Simultaneously held tool box talk prior to pull out and lay out 8½ BHA.
"
NO 15/9-F-15 B,"Pulled out and laid out 8½"" BHA. Laid out BHA.
"
NO 15/9-F-15 B,"Broke and laid out 8 1/2"" drilling BHA."
NO 15/9-F-15 B,Held toolbox talk / handover meeting.
NO 15/9-F-15 B,Removed excess equipment and BHA from drillfloor. Cleaned and tidied drillfloor.
NO 15/9-F-15 B,"Prepared fro picking up 3 1/2"" DP. Changed dies in IR. Inserted auto slips. Installed rollers and function tested HTS."
NO 15/9-F-15 B,"RIH with 3 1/2"" DP singles from surface to 231 m MD."
NO 15/9-F-15 B,"Suspended tripping temporarily for conducting weather critical lifts to cantilever. Lifted 12 1/4"" drilling BHA from main deck to cantilever."
NO 15/9-F-15 B,"RIH with 3 1/2"" DP singles from 231 m to 300 m MD."
NO 15/9-F-15 B,"Changed from 3 1/2"" to 5"" handling gear."
NO 15/9-F-15 B,"RIH with 5"" DP from 300 m to 1033 m MD. Reduced trippping speed due to winds in excess of 50 knots. Tripping speed 590 m/hrs."
NO 15/9-F-15 B,"Changed from 5"" to 5 1/2"" handling gear."
NO 15/9-F-15 B,"RIH with 5 1/2"" DP from 1033 m to 13 3/8"" shoe depth at 2562 m MD. Tripping speed 680 m/hrs."
NO 15/9-F-15 B,"Made up TDS. RIH with 5 1/2"" DP from 2562 m to 3332 m MD while washing down at 1500 lpm on each stand. Observed occasional hang-ups and plugging tendencies and adjusted tripping speed accordingly. Tripping/washing speed 110 m/hrs."
NO 15/9-F-15 B,"RIH with 5 1/2"" DP from 3332 m to 3490 m MD while washing down with 1500 lpm on each stand. Tripping/washing speed 126 m/ hrs."
NO 15/9-F-15 B,"Made up last stand to TDS. RIH and tagged TD at 3498 m MD while pumping at 1500 lpm / 83 bar SPP. Pulled back, broke and set back stand."
NO 15/9-F-15 B,"Made up TDS to 5 1/2"" DP. Circulated and condtioned mud. Pumped bottoms up volume at 2250 lpm / SPP 173-178 bar. Obtained MW in/out 1,35 sg+."
NO 15/9-F-15 B,Lined up cement unit to standpipe mainfold. Tested cement line against closed standpipe mainfold valve to 200 bar / 5 min - ok.
