nameWell,comments
NO 15/9-F-12,Installed hatches in wellhead module. Removed scaffolding in moonppol. Removed cantilever walkway. Removed conflicting scaffolding. Relocated goods/carriers on maindeck to give way for cantilever and gangway when skidded to F-12.
NO 15/9-F-12,Held toolbox talk prior to skidding rig.
NO 15/9-F-12,Skidded rig from F-4 to F-12.
NO 15/9-F-12,Removed covers/bushings on slot F-12 in wellhead module.
NO 15/9-F-12,"Held toolbox talk prior to making up 36"" hole opener BHA."
NO 15/9-F-12,"Made up 36"" hole opener BHA."
NO 15/9-F-12,Had problems with PRS when picking assembly from derrick. Troubleshot PRS.
NO 15/9-F-12,"Continued to m/u and RIH with 36"" hole opener BHA."
NO 15/9-F-12,"Continued to RIH with 36"" hole opener BHA."
NO 15/9-F-12,Held toolbox talk prior to technichans working on TDS.
NO 15/9-F-12,Performed dropped object checks on TDS.
NO 15/9-F-12,Calibrated MWD depth sensor towards block positions.
NO 15/9-F-12,Performed dummy connection with TDS. Adjusted make up sequence on TDS to avoid jamming torque wrench. Mærsk maintenance hours.
NO 15/9-F-12,Held toolbox talk prior to repairs on TDS. Mærsk maintenance hours.
NO 15/9-F-12,Performed repair work on TDS. Mærsk maintenance hours.
NO 15/9-F-12,"Continued to RIH with 36"" hole opener on 5 1/2"" HWDP. Tagged seabed at 145,2 m MD RT."
NO 15/9-F-12,"Washed down from seabed to 149 m MD at 900 lpm with 36"" hole opener.  ROV observed centralizer guide bushing land in template funnel. Parked ROV in top hat before starting to rotate."
NO 15/9-F-12,"Drilled 36"" hole section from 149 m to 221 m MD. Drilling parameters : Rotation 80 rpm /  WOB 3 MT / Flow 4500 lpm / Torque 4-9 kNm. Swept hole clean with 15 m3 his-vis on conncetion."
NO 15/9-F-12,"Continued drillig 36"" hole section from 221 m to 250 m MD. Drilling parameters : Rotation 80 rpm /  WOB 3-5 MT / Flow 4500 lpm / Torque 6-13 kNm. Swept hole clean with 15 m3 his-vis on conncetion."
NO 15/9-F-12,"Continued drilling 36"" hole section from 250 to 258 m MD. Drilling parameters : Rotation 80 rpm / WOB 5 MT / flow 4500 lpm / Torque 3-7 kNm."
NO 15/9-F-12,"Circulated hole clean at 4500 lpm / SPP 94 bar. Took final survey on TD - 0,15 deg. Swept hole with 25 m3 hi-vis pumping at 4500 lpm."
NO 15/9-F-12,"Displaced well to 1,40 sg WBM pumping at 4250 lpm. Pumped at total of 105 m3 WBM."
NO 15/9-F-12,"POOH with 36"" hole opener BHA on 5 1/2"" HWDP to 150 m MD."
NO 15/9-F-12,"Topped up well by pumping 5 m3 of 1,40 sg WBM."
NO 15/9-F-12,"Continued to POOH with 36"" hole opener BHA. Racked back 5 1/2"" HWDP and DC."
NO 15/9-F-12,"Broke out an laid down MWD. Laid out 36"" hole opener BHA, lifted same to maindeck for backload."
NO 15/9-F-12,Performed FG inspection of TDS and derrick.
NO 15/9-F-12,"Held toolbox talk prior to rigging up 30"" conductor handling/running equipment."
