nameWell,comments
NO 15/9-F-4,Held pre-job meeting prior to start operation.
NO 15/9-F-4,"P/U 36"" hole opener BHA, hung off in rotary. Installed bushing and slips. Removed safety clamp from centralizer guide bushing. Attempted to calibrate MWD depth sensor - no sucess - decided to use drillers depth for survey reference."
NO 15/9-F-4,"Continued making up 36"" hole opener BHA."
NO 15/9-F-4,"Changed to automatic slips. RIH with 36"" hole opener BHA on 5 1/2"" HWDP. Dove ROV. Observed stabbing BHA into guide funnel with ROV. Tagged seabed at 145,6 m MD with no flow or rotation."
NO 15/9-F-4,"Washed down with 36"" hole opener BHA with 600 lpm. Observed centralizer guide bushing landing in template guide funnel. Parked ROV in top hat prior to start rotating."
NO 15/9-F-4,"Drilled 36"" hole section from 150 m to 157 m MD. Drilling parameters :  Rotation 15-20 rpm /  WOB 2 MT/ Flow 900 lpm. Svept hole with 15 m3 hi-vis at 157 m MD."
NO 15/9-F-4,"Continued drilling 36"" hole section from 157 m to 170 m MD. Drilling parameters : Rotation 70 rpm / WOB 2 MT / Flow 4100 lpm / Torque 6-12 kNm . Performed survey on every single - got unreliable data at 157 m and 170 m MD."
NO 15/9-F-4,"Due to unreliable survey data and suspected inclination build up => Performed reaming trip back to 150 m MD.

Meanwhile discussed situation. Found out that surveys had been taken while string was rotating which again gave wrong / unreliable readings."
NO 15/9-F-4,"Repeated survey at 170 m MD. Inclination 0,4 deg - ok."
NO 15/9-F-4,"Drilled 36"" hole section from 170 m to 192 m MD. Drilling parameters :  Rotation 70 rpm / WOB 2-3 MT / Flow 4100 lpm / Torque 5-8 kNm. Swept hole with 15 m3 hi-vis every single drilled. 

Inclination at 183 m MD 0,06 deg - ok."
NO 15/9-F-4,"Continued drilling 36"" hole section from 192 m to 222 m MD. Drilling parameters : Rotation 70 rpm / WOB 2 MT / Flow 4100 lpm / Torque 8-12 kNm. Swept hole with 15 m3 hi-vis every single drilled."
NO 15/9-F-4,Due to problems with PRS at connection - reciprocated pipe and made extra sweep with hi-vis.
NO 15/9-F-4,"Continued drilling 36"" hole section from 222 to 256,5 m MD. Drilling parameters : Rotation 70 rpm / WOB 2-5 MT / Flow 4100 lpm / Torque 8-12 kNm. Swept hole with 15 m 3 hi-vis every single drilled."
NO 15/9-F-4,Circulated well clean with 4400 lpm / SPP 90 bar. Pumped 25 m3 hi-vis. Performed final survey at TD.
NO 15/9-F-4,"Displaced well to 1,35 sg WBM at 4000 lpm / SPP 90 bar. Pumped a total of 100 m3."
NO 15/9-F-4,Had problems to release torque wrench when attempting to unscrew from topdrive. Troubleshot problem.
NO 15/9-F-4,"POOH with 36"" hole opener BHA from 256,5 m to 152 m MD. Topped up hole with 1,35 sg WBM pumping at 400 lpm."
NO 15/9-F-4,"Continued to POOH with 36"" hole opener BHA from 152 m to 100 m MD. Removed automatic slips and replaced master bushing."
NO 15/9-F-4,"Continued to POOH with 36"" hole opener BHA from 100 m to 30 m MD."
NO 15/9-F-4,"Broke out and laid out 2 single 9 3/4"" DC. Attempted to rack back 36"" hole opener BHA comprising of 36"" hole opener, MWD and 9 3/4"" DC - nogo due to exceeded weight on PRS. Hung off BHA again and broke out 9 3/4"" DC. Racked back DC. Racked back hole opener / MWD."
NO 15/9-F-4,Performed FG inspection on TDS and derrick. Vetco Gray installed inclinometer on CART bracket. Had to place shimm rings on bracket to level out the inclinometer.
NO 15/9-F-4,"Removed elevator and bails. Cleared drillfloor. Rigged up for running 30"" conductor."
NO 15/9-F-4,"Continued rigging up for running 30"" conductor. Installed bails and elevator."
NO 15/9-F-4,"Performed pre-job meeting at drillfloor prior to start running 30"" conductor."
NO 15/9-F-4,"Picked up 30"" shoe joint. Filled joint with water and observed float opening - ok. Tested and rearranged tongs."
NO 15/9-F-4,"Ran 30"" conductor to 66 m MD."
NO 15/9-F-4,"Ran 30"" conductor including ST-2 x RL-4 xover fm 66 m to 100 m MD. Strapped top up pipe along conductor on XMT deck. Filled 30"" conductor with SW on way in.

Top up pipe cement outlets to be located at :
43,4 m below ML
24,5 m below ML
14,8 m below ML"
NO 15/9-F-4,"Changed to 5 1/2"" handling equipment prior to picking up 30"" conductor housing."
NO 15/9-F-4,Held toolbox talk.
NO 15/9-F-4,"Picked up 30"" conductor housing. Made up RL-4 connection to 36000 ft lbs using rig tongs. Enagaged anti-rotation slots."
NO 15/9-F-4,"Ran in with 30"" conductor housing and installed top up pipe on XMT deck."
NO 15/9-F-4,"Installed C-plate in rotary and landed 30"" conductor housing in same. Broke out and laid down 30"" handling CART."
NO 15/9-F-4,"Rig up C-plate, bowl and slips for running cement stinger on top of 30"" conductor housing."
NO 15/9-F-4,"Ran 4 3/4"" aluminum cement stinger inside 30 conductor."
NO 15/9-F-4,"Continued running 4 3/4"" aluminum cement stinger inside 30"" conductor. Installed a total of 10 joints adding up to 91 m, i.e. approx 16 m off shoe bottom. Installed centralizers on joint number 3 and 6."
NO 15/9-F-4,"Picked up primary CART. M/U 4 1/2"" IF x butress X-over to low end of CART. M/U CART to innerstring. Removed innerstring handling equipment. Made up CART to 30"" conductor housing with 5 lefthand turns. Checked inclinometer -ok. Checked filler valve in open position - ok."
NO 15/9-F-4,"Ran in with 30"" conductor on 5 1/2"" HWDP. Strapped residual top up pipe to the conductor housing on XMT deck. Installed ROV plugs in 30"" conductor housing on Centralizer deck."
NO 15/9-F-4,"In order not to damage ROV plugs, inclinometer and filler valve => Used chain hoists / steel slings to center top of housing through the Centralizer deck."
NO 15/9-F-4,"Ran in with 30"" conductor on 5 1/2"" HWDP. Observed with ROV when running through template slot."
NO 15/9-F-4,Started loosing hook weight at 200 m MD. Worked string up and down  trying to release friction in well.
NO 15/9-F-4,"Contiuned to work 30"" conductor. Had overpull of 15 MT."
NO 15/9-F-4,"Closed filler valve with ROV. Started circulation with SW at 2300 lpm thorugh 30"" conductor. Worked 30"" conductor while circulating w/ maximum 12 bar pumppressure and 10 mt downweight. Put datum mark on pipe 112,88 m centralizer deck to top 30"" conductor housing."
NO 15/9-F-4,"Broke out two joints from 5 1/2"" HWDP stand. M/U cement stand with side entry sub and lotorqe valve. Continued to work 30"" condcutor while ciruclating SW at 2300 lpm. Reached TD and confirmed correct depth by datum mark on pipe towards machined ring on centralizer deck."
NO 15/9-F-4,"Hooked up ROV with hydraulic reservoir to hydraulic receptacle on template. Engaged centralization rams in template funnel.

Pitch and roll readings :
Before engaging rams ; roll 0,04 to 0,3 /  pitch 0,01 to 0,2
After engaging rams ;  roll static at 0,13 /  pitch static at 0,05"
NO 15/9-F-4,Circulated at 2300 lpm / SPP 11 bar to confirm no leaks on plugs in conductor housing. No leaks could be observed by the ROV. Meanwhile held cementing prejobmeeting at drill floor.
NO 15/9-F-4,Prepared for cementing conductor. Lined up and tested cement lines to 200 bar / 5 min - ok.
NO 15/9-F-4,"Pumped 75 m3 of 1,50 sg X-lite cement slurry with cement unit. Pump pressure during cement displacement 13 bar. Displacement rate 800 lpm."
NO 15/9-F-4,"Displaced cement with seawater. Pressure rose from 20 bar to approx 35 bar during displacement indicating cement in annulus and good cement job. Pumped a total of 8,5 m3 leaving theoretical TOC at 247 m MD inside the 30"" conductor."
NO 15/9-F-4,Rigged down cement hose and flushed same. Flushed manifold.
NO 15/9-F-4,"Waited on cement to set up.

Meanwhile :
-Cleared and tidied rigfloor
-PV on drillfloor equipment
-Flushed and cleaned cement unit
-Inspected seabed for cement returns - inconcluisve due to poor visiblity
"
NO 15/9-F-4,"Waited on cement to set up.

Meanwhile :
-PV on drillfloor equipment
-FG inspection on drillfloor
-Grinded down weld seam on LP riser
"
NO 15/9-F-4,Held toolbox talk prior to pumping down the top up pipe.
NO 15/9-F-4,Lined up to pump down top up pipe. Tested line and manifold 100 bar / 5 min.
NO 15/9-F-4,"Stepped up pressure pumping at 50 l/min. Held pressure at predetermined levels :
24 bar (gauge) - ok
33 bar (gauge) - ok
39 bar (gauge) - ok

At 46 bar gauge, i.e approx 53 bar (770 psi) differential, pressure bled of rapidly indicating burst disk rupture. Indications are that it is the shallowmost disk that ruptured.
"
NO 15/9-F-4,"Assessed situation. Conferred with shore. Decided to do remedial cement job through top up pipe. Did circulation test through cement hose / top up pipe, 50 bar / 500 lpm.

Meanwhile, prepared for top up cement job."
NO 15/9-F-4,Held toolbox talk in mud control room prior to cement top up job.
NO 15/9-F-4,Lined up and pressure tested cement lines to 200 bar / 5 min - ok.
