nameWell,comments
NO 15/9-F-11 A,"Drilled and oriented 8 1/2"" hole from 2586m MD to 2616m MD with 1600-2000 lpm, 102-123 bar, 60 rpm, 11-14 kNm, 3-6 MT, 1.33 sg ECD.

Average ROP: 10 m/hr."
NO 15/9-F-11 A,"Experienced false fire alarm and ESD. Secured well and observed on trip tank. 

Restarted power supply to drilling systems and Baker unit. Observed hydraulic leak in top drive during power outage on rig floor."
NO 15/9-F-11 A,"Pulled out of hole with 8 1/2"" bottom hole assembly from 2616m MD to 2536m MD."
NO 15/9-F-11 A,"Inspected top drive for hydraulic leak. Repaired leaking connection on hydraulic hose.

Meanwhile: Performed general maintanence and housekeeping."
NO 15/9-F-11 A,"Repaired leaking connection on hydraulic hose on top drive.

Meanwhile: Performed general maintanence and housekeeping."
NO 15/9-F-11 A,"Held tool box talk prior to RIH.
Installed PS-21 power slips.
Ran in hole with 8 1/2"" bottom hole assembly from 2536 m MD to 2576 m MD."
NO 15/9-F-11 A,"Washed down with 8 1/2"" BHA from 2576 m MD to 2617 m MD with 1800 liter/min, 98 bar, 20 rpm, 7-10 kNm.
Made up TDS and performed survey."
NO 15/9-F-11 A,Recorded slow circulation rates.
NO 15/9-F-11 A,"Drilled and oriented 8 1/2"" hole from 2617 m MD to  2772 m MD with 2400 liter/min, 102-123 bar, 140 rpm, 12-16 kNm, 4-6 MT, 1.36 sg ECD.

Average ROP: 26 m/hr."
NO 15/9-F-11 A,"Drilled and oriented 8 1/2"" hole from 2772 m MD to  3000 m MD with 2000-2400 liter/min, 109-179 bar, 140-180 rpm, 11-18 kNm, 4-11 MT, 1.352-1,373 sg ECD.

Average ROP: 18 m/hr."
NO 15/9-F-11 A,"Drilled and oriented 8 1/2"" hole from 3000 m MD to 3302 m MD with 2160-2319 liter/min, 151-173 bar, 180-190 rpm, 13-27 kNm, 2-9 MT, 1.34-1,37 sg ECD.

Average ROP: 15,5 m/hr."
NO 15/9-F-11 A,"Performed survey at 3300 meter MD.
Circulated 3 x bottoms up to clean hole with 1800-2300 liter/min, 165-173 bar, 120 rpm, 12-16 kNm, 1,36 sg ECD.

Meanwhile:
Prepared and rigged up for wireline job."
NO 15/9-F-11 A,"Continued to circulate hole clean with 1800-2300 liter/min, 165-173 bar, 120 rpm, 12-16 kNm, 1,36 sg ECD.

Meanwhile:
Prepared and rigged up for wireline job.
Held pre-job meeting prior to wireline job."
NO 15/9-F-11 A,"Flow checked well, OK.
"
NO 15/9-F-11 A,"Rigged up logging equipment.
Made up CSES assembly and connected to TDS."
NO 15/9-F-11 A,"RIH with gyro inside 5 1/2"" DP string from surface to 2133 meter.

Meanwhile:
Moved string every 30 minutes.
Monitored well on trip tank.
"
NO 15/9-F-11 A,"Closed wireline stuffing box.
Pumped gyro down inside 5 1/2"" DP string with 600-700 liter/min, 27-32 bar."
NO 15/9-F-11 A,"Logged interval from 3144 m MD to 2580 m MD.

Meanwhile:
Moved string every 30 minutes.
Monitored well on trip tank."
NO 15/9-F-11 A,"Rigged down logging equipment.
Broke out CSES assembly and disconnected from TDS."
NO 15/9-F-11 A,"Drilled and oriented 8 1/2"" hole from 3301 m MD to 3376 m MD with 2290 liter/min, 181-185
bar, 180 rpm, 17-21 kNm, 4-7 MT, 1.38-1,42 sg ECD.

Average ROP: 25 m/hr.
"
NO 15/9-F-11 A,"Drilled and oriented 8 1/2"" hole from 3376 m MD to 3561m MD with 2290 liter/min, 181-185 bar, 180 rpm, 16-19 kNm, WOB 2-7 MT, 1.39-1,45 sg ECD.
Average ROP: 18 m/hr.

At 3380 meter commenced weighing up mud system from 1,28 sg to 1,32 sg.
At 05:00 hrs. restricted ROP to 15 meter/hr due to increase in ECD.
Top Hugin formation at 3561 meter.
"
NO 15/9-F-11 A,"Drilled and oriented 8 1/2"" hole from 3561 m MD to 3646 m MD with 2290 liter/min, 185-189 bar, 180 rpm, 16-19 kNm, WOB 6-11 MT, 1.42-1,43 sg ECD.
Average ROP: 17 m/hr.

TDS not able to maintain rpm due to loss of power.
"
NO 15/9-F-11 A,Worked with solving TDS power loss problem.
NO 15/9-F-11 A,"Drilled and oriented 8 1/2"" hole from 3646 m MD to 3749 m MD with 2290 liter/min, 189-191 bar, 180 rpm, 17-21 kNm, WOB 6-13 MT, 1.42-1,43 sg ECD.
Average ROP: 13 m/hr.

Experienced drilling braek at 3647 meter.
Performed flow check for 15 minutes, well stable.
"
NO 15/9-F-11 A,"Drilled and oriented 8 1/2"" hole from 3749 m MD to 3762 m MD with 2290 liter/min, 189-191 bar, 180 rpm, 17-21 kNm, WOB 6-13 MT, 1.42-1,43 sg ECD.
Average ROP: 13 m/hr.
Obtained survey at TD."
NO 15/9-F-11 A,"Circulated hole clean with 1800 liter/min down and 2300 liter/min up, 130-188 bar, 125 rpm, 17- 19 kNm, 1,42 sg ECD. 
After 1 x bottoms up racked back 1 stand.
Circulated total 3 x bottoms up."
NO 15/9-F-11 A,"Relogged interval from 3730 m MD to 3707 m MD with 2300 liter/min, 193 bar."
NO 15/9-F-11 A,"Performed sticky test with drill string static for 20 minutes, observed 5 Ton overpull.

Meanwhile:
Held pre-job meeting prior to taking pressure points."
NO 15/9-F-11 A,"Recorded pressure points in interval between 3711,5 m MD and 3596,3 m MD
Total pressure points recorded, 19.

Commenced waiting 48 hours prior to take new pressure points."
NO 15/9-F-11 A,"Waited prior to take new pressure points.

Meanwhile:
Pumped OOH with 8 1/2"" BHA on 5 1/2"" DP from 3628 m MD to 3005 m MD at 1000 liter/min, 42 bar, max speed 21 meter/min."
NO 15/9-F-11 A,"Waited prior to take new pressure points.

Meanwhile:
POOH with 8 1/2"" BHA on 5 1/2"" DP from 3005 m MD to 2494 m MD, max pulling speed 8 meter/min."
NO 15/9-F-11 A,"Waited prior to take new pressure points.

Meanwhile:
Circulated bottoms up with 1000 liter/min, 36 bar.
Cleaned and tidied on drillfloor.
Prepared maintenance work on drilling equipment."
NO 15/9-F-11 A,"Waited prior to take new pressure points.

Meanwhile:
Flow checked well, ok.
Cleaned and tidied on drillfloor.
Prepared maintenance work on drilling equipment."
NO 15/9-F-11 A,"Waited prior to take new pressure points.

Monitored well on trip tank.

Meanwhile:
Cleaned and tidied on drillfloor and in all drilling areas.
Performed maintenance work on drawworks.
Replaced Bypass Actuator Valve for downlink system.
Worked with 5 yearly maintenance on stand pipe valve S6.
Performed toubleshooting and maintenance jobs on TDS.
Worked with installation of BHA Wash Tool control system.
Circulated well every 6th hour with 1100 liter/min, 43-46 bar."
NO 15/9-F-11 A,"Waited prior to take new pressure points.

Monitored well on trip tank.

Meanwhile:
Cleaned and tidied on drillfloor and in all drilling areas.
Worked with 5 yearly maintenance on stand pipe valve S6 and S9. Completed valve S6.
Performed toubleshooting and maintenance jobs on TDS, VFD faults.
Worked with installation of BHA Wash Tool control system.
Circulated well every 6th hour with 1100 liter/min, 43-46 bar."
NO 15/9-F-11 A,"RIH with 8 1/2"" BHA from 2494 m MD to 3746 m MD.
Filled pipe at 3020 meter."
NO 15/9-F-11 A,"Washed down from 3746 m MD to 3762 m MD with 2220 liter/min, 194 bar, 20 rpm, 13-17 kNm.
Tagged bottom at 3762 m MD.
"
NO 15/9-F-11 A,"Circulated and conditioned mud with 2300 liter/min, 2160 bar, 100 rpm 16-20 kNm, max gas 0,43%.
Performed sticky test with string static for 20 minutes, no overpull observed.

Meanwhile:
Held pre-job meeting prior to take pressure points.
"
NO 15/9-F-11 A,"Recorded pressure points in interval between 3681 m MD and 3602 m MD
Total pressure points recorded, 5."
NO 15/9-F-11 A,"Pumped OOH with 8 1/2"" BHA on 5 1/2"" DP from 3602 m MD to 2896 m MD at 1000 liter/min, 48-50 bar."
