nameWell,comments
NO 15/9-F-9 A,"Established circulation with 2800 lpm, 86 bar. Oriented tool face."
NO 15/9-F-9 A,"Drilled/oriented 12 1/4"" hole from 436 m to 459 m with 2800 lpm, 89 bar, WOB 3-5 ton. ROP 45-60 m/hr."
NO 15/9-F-9 A,"Drilled/oriented 12 1/4"" hole from 459 m to 500 m with 2800 lpm, 89-92 bar, WOB 4-7 ton. ROP 45 m/hr."
NO 15/9-F-9 A,"Removed cuttings blocking augers in lower shakers. Took survey. Reamed the interval from 485 m to 500 m with 3000 lpm, 100 bar, 38 rpm, 2-5 kNm."
NO 15/9-F-9 A,"Drilled/oriented 12 1/4"" hole from 500 m to 511 m with 3000 lpm, 100-105 bar, 38 rpm, 4-7 kNm, WOB 4-6 ton. ROP 45 m/hr."
NO 15/9-F-9 A,Reamed the interval from 511 m to 473 m due to high dog leg. Reduced dog leg from 7 deg to 3 deg.
NO 15/9-F-9 A,Removed cuttings blocking augers in lower shakers.
NO 15/9-F-9 A,"Drilled/oriented 12 1/4"" hole from 511 m to 553 m with 3000 lpm, 94-103 bar, 0-40 rpm, 3-5 kNm, WOB 4-6 ton. ROP 30-35 m/hr."
NO 15/9-F-9 A,Reamed the interval from 553 m to 525 m to smoothen the well path.
NO 15/9-F-9 A,"Drilled/oriented 12 1/4"" hole from 553 m to 714 m with 3250-3500 lpm, 115-140 bar, 0-40 rpm, 4-8 kNm, WOB 4-8 ton. ROP 40-50 m/hr.  Unable to receive GMWD survey."
NO 15/9-F-9 A,Made several attempts to take GMWD survey without success.
NO 15/9-F-9 A,Racked back stand. Took cluster shot survey.
NO 15/9-F-9 A,"Drilled/oriented 12 1/4"" hole from 714 m to 822 m with 3500 lpm, 140 bar, 0-40 rpm, 4-8 kNm, WOB 4-8 ton. ROP 30-40 m/hr."
NO 15/9-F-9 A,"Drilled/oriented 12 1/4"" hole from 822 m to 940 m with 3500 lpm, 147-155 bar, 0-40 rpm, 6-12 kNm, WOB 4-10 ton. ROP 30-45 m/hr."
NO 15/9-F-9 A,"Circulated hole clean prior to drill into Utsira formation. 3500 lpm, 150 bar, 40 rpm, 6-10 kNm."
