nameWell,comments
NO 15/9-F-15,Skidded cantilever from F-5 to F-15.
NO 15/9-F-15,Re-established cantilever for operation. Removed hatches from F-15 at all levels in WH module.
NO 15/9-F-15,"Held tool box talk prior to make up 36"" HO BHA.
"
NO 15/9-F-15,"Made up 36"" HO BHA from rotary to 132m.
"
NO 15/9-F-15,"Stabbed 36"" BHA into funnel and tagged seabed with 5 MT at 144.2m.
"
NO 15/9-F-15,"Attempted to wash down 36"" BHA through template. 
Drilled 36"" hole from 144 m to 149 m MD.
Drilling parameters : Flow 1000 lpm /  SPP 1-2 bar / 20 RPM / Torque 2-12 kNm / WOB 2-6 MT."
NO 15/9-F-15,"Drilled 36"" hole from 147 m to 149 m MD.
Drilling parameters : Flow 1000 lpm /  SPP 4-5 bar / 20 RPM / Torque 3-10 kNm / WOB  1-3 MT. Drilling bushing landed out in template guide-funnel.
Parked ROV in garage.
"
NO 15/9-F-15,"Drilled 36"" hole from 149 m to 226 m MD. (17 1/2'' hole depth) 
Drilling parameters : Flow 3800-4700 lpm /  SPP 52-82 bars / 90 RPM / Torque 2-9 kNm / WOB 2-6 MT / ROP 10-28 m/hr. Pumped 20m� hi-vis pills prior to connection.

Survey at 149.7 m 0.21 inc
Survey at 160.2 m 0.04 inc
Survey at 170.34 m 0.06 inc
Survey at 180.09 m 0.09 inc
Survey at 190.38 m 0.09 inc
Survey at 200.41 m 0.19 inc
Survey at 211.13 m 0.03 inc
"
NO 15/9-F-15,"Circulated 1.5 bottoms up with sea water. Swept with 25 m� Hi-Vis pill at max flow rate. Displace hole with 1.40 sg mud. 1.5 hole volume 80 m� at max flow rate 4700 lpm 109 bars.
"
NO 15/9-F-15,"Held tool box talk prior to POOH with 36"" HO BHA. POOH to 5 m below sea bed at 150m. Top up hole with 10m� 1.40 sg mud. Continued pull out with 36"" BHA. Racked back collars and MWD in derrick. Laid out 36"" HO.
"
NO 15/9-F-15,"Laid out 36"" HO. Inspected derrick for loose items. Cleared rig floor.
"
NO 15/9-F-15,"Serviced and inspected the TDS.
"
NO 15/9-F-15,"Rigged up for running 30"" conductor.
"
NO 15/9-F-15,"Held tool box prior to run 30"" conductor.
"
NO 15/9-F-15,"Picked up 30"" shoe joint, checked float for flow through by flushing with water. 
"
NO 15/9-F-15,"Continued checking the float for flow through by flushing with water.
"
NO 15/9-F-15,"Ran in with 30"" conductor from surface to 67m."
NO 15/9-F-15,"Changed bails and 5�"" DP elevator. Picked up 30""conductor housing.
"
NO 15/9-F-15,"Held tool box talk prior to making up the 30"" conductor housing. Commenced to make up 30"" conductor housing using manual rig tongs."
NO 15/9-F-15,"Made up 30"" conductor housing using manual rig tongs. Made Up Torque 46.000Nm. Engage locking system with lock-plate. Secured with cap-screws. Inspected housing. Lowered 30"" housing down in the rotary. Broke out the 30"" housing handling tool and laid out same. Filled 30"" conductor with sea water.
"
