nameWell,comments
NO 15/9-F-7,WOW to skid rig to F-7. Wind 41-53 kt.
NO 15/9-F-7,WOW to skid rig to F-7. Wind 41-53 kt.
NO 15/9-F-7,"Held tool box meeting prior to skidding. Removed main staircase and baskets to be able to skid. Skidded rig to F-7. Had decreasing trend on weather (wind 25-38 kt, morning forcast 17-22 kt) and decided to to skid all the way out to remove riser tie-in winch."
NO 15/9-F-7,Starboard aft skidding cylinder failed and thus stopped skidding operation.  Decided to cancel skidding operation to remove riser tie-in winch and to stay on location (F-7) and start drilling.
NO 15/9-F-7,Installed stairways to cantilever. Removed diverter and riser equipment from drill floor.
NO 15/9-F-7,"Held tool box meeting before pipe handling. LO 12 singles of 5 1/2"" HWDP. LO 3 singles of 8 1/4"" DC."
NO 15/9-F-7,Changed dies on aft PRS.
NO 15/9-F-7,"Continued to LO 3 singles of 8 1/4"" DC. PU and MU 3 stds of 5 1/2"" HWDP and RB in derrick as dedicated landing string."
NO 15/9-F-7,Serviced TDS and blocks.
NO 15/9-F-7,"PU 36"" HO assembly. Removed master bushing and outer ring. RIH with 36"" HO assembly to 9 m and re-instated outer ring and bushing."
NO 15/9-F-7,"MU 36"" BHA from 9 m to 17 m."
NO 15/9-F-7,"MU 36"" BHA from 17 m to 26 m."
NO 15/9-F-7,Skidded cantilever 11 cm forward to adjust rig floor on F-7.
NO 15/9-F-7,"MU 36"" BHA from 26 m to 122 m."
NO 15/9-F-7,Performed derrick inspection prior to spudding the hole. Meanwhile ROV checked template and got in position for stab-in.
NO 15/9-F-7,"MU 36"" BHA from 122 m to 144 m. Observed fill below template. Continued RIH slowly without pumps and with no rotation until positive tag at 145.0 m."
NO 15/9-F-7,Started pumping seawater at 1000 lpm and washed down with no rotation.
NO 15/9-F-7,No progress washing down at 1000 lpm with no rotation due to cement below template. Evalutated situation of having centralizer drill bushing at F-12 DCI level. Decided to change BHA to be able to drill out cement.
NO 15/9-F-7,POOH to change BHA.
NO 15/9-F-7,"PU and MU 26"" BHA"
NO 15/9-F-7,"RIH with 26"" BHA to 142 m. ROV assisted stabbing into template guide funnel. Washed down with seawater to 145 m with 550 lpm."
NO 15/9-F-7,"Drilled cement with seawater at 550 lpm/4-5 bar, 5 rpm/1-2 kNm and 1 MT WOB to 149 m. 4 m drilled hole will allow centralizer drill bushing to land in template guide funnel when starrting to drill with 36"" HO assembly."
NO 15/9-F-7,"POOH with 26"" BHA from 149 m to surface."
NO 15/9-F-7,Performed software upgrade on VI-CIS. Meanwhile serviced PRS and rig floor equipment.
NO 15/9-F-7,"PU 36"" HO assembly."
NO 15/9-F-7,"Removed master bushing and outer ring. RIH with 36"" HO assembly to 9 m and re-instated outer ring and bushing. MU 36"" BHA from 9 m to 142 m. Stabbed into funnel on template guided by ROV and washed down 600 lpm/1 bar to 145 m."
NO 15/9-F-7,"Attempted to enter 26"" hole washing down 600 lpm/1 bar. Inspected string with ROV and found that 36"" HO and centralizer bushing was clear of F-12 DCI. Applied 1-5 rpm and entered pre-drilled 26"" hole. Washed down 1000 lpm/1 bar to 149 m. Observed with ROV that centralizer bushing had not landed out in funnel."
NO 15/9-F-7,"Reamed 26"" pre-drilled hole to be able to land out centralizer bushing in funnel, 1000-1500 lpm, 5-15 rpm."
