nameWell,comments
NO 15/9-F-11,"Transferred over from well F-99.
Broke out 5 1/2"" DP pup on 30"" conductor running tool and prepared subs for cement assembly stand.
Requested production to shut-in wells F-7, F-12 and F-14.

Meanwhile:
ROV performed template survey.
Prepared to P/U 36"" hole opener assembly.
Mixed Hi-vis spud mud
"
NO 15/9-F-11,"M/U cement assembly stand and attempted to rack back same. Unable to pass below derick PRS beam.
Production confirmed wells F-7, F-12 and F-14 shut-in at 03:15 hrs."
NO 15/9-F-11,Broke out lower Full Open Safety Valve on cement assembly stand and racked back same.
NO 15/9-F-11,"M/U conductor running tool to 5 1/2"" HWDP and racked back same.

Meanwhile:
Removed F-11 weather deck hatch cover."
NO 15/9-F-11,"Held pre-job safety meeting prior to P/U 36"" hole opener assembly."
NO 15/9-F-11,"P/U 36"" hole opener assembly and set same in rotary table."
NO 15/9-F-11,"Held pre-job safety meeting prior to picking up 36"" BHA. Picked up and made up Gyro Track and ran in hole to 25m.
Unable to lower 36"" BHA through weather deck hatch due to alignment problem.
"
NO 15/9-F-11,"Troubleshoot alligment problem. Removed rotary master bushing to enable 36"" BHA to pass through weather deck hatch."
NO 15/9-F-11,"Picked up and made up 36"" BHA and run in hole same from 25m to 93m.
Notified Production that well F-14 could be reopened after 36"" BHA run below centralizer deck (lowest Volve platform deck). 
"
NO 15/9-F-11,"Held pre-job safety and DOP meeting with rig crew and all involved service personel prior to spud.
"
NO 15/9-F-11,"Ran in hole with 36"" BHA on 5 1/2"" HWDP from 93 m to 120m. 
"
NO 15/9-F-11,"Ran in hole with 36"" BHA on 5 1/2"" HWDP and entered F-11 subsea template funnel. RIH and tagged seabed at 143.97 m RKB and spudded well (at 17:25 hrs.).
"
NO 15/9-F-11,"Established circulation and washed down with 600 lpm, 3 bar, 0 rpm, WOB 0 MT from 144 m to 146 m. Increased flow rate to 1000 lpm, 3 bar, WOB 1-2 MT and observed firm formation.

Meanwhile: 
Held pre-spud meeting with all rig night shift personnel.
Held DOP meeting with on comming new drill crew."
NO 15/9-F-11,"Established drilling parameters at 1500 lpm, 10 bar, 30 rpm, 2 KNm, WOB 0-1 MT and drilled from 146 m  to 147 m. Picked off bottom and adjusted drilling parameters due to high vibrations."
NO 15/9-F-11,"Drilled 36"" hole from 147 m to 160 m.
Drilling parameters: 1500 lpm, 11 bar, 40 rpm, 5 KNm, WOB 2-3 MT, Gross ROP 6 m/hr.
Pumped and cleaned hole with 10 m3 Hi-vis pill."
NO 15/9-F-11,"Drilled 36"" hole from 160 m to 165 m.
Drilling parameters: 3400 lpm / 76 bar, 60 rpm / 5-10 KNm, WOB 2-3 MT, Gross ROP 5 m/hr.
Inclination survey: Bit depth 161 m (Ontrack sensor at 147.6 m) 0.22 degrees
                              Bit depth 165 m (Ontrack sensor at 151.6 m) 0.16 degrees
"
