nameWell,comments
NO 15/9-F-9,"Performed toolbox. Removed hatches and fenced off all levels in WH module. Picked up and hung off 36"" hole opener."
NO 15/9-F-9,"Made up powerpulse and drilcollar. RIH with 36"" hole opener from 8 m to 50 m MD. Observed leakage on elevator."
NO 15/9-F-9,Changed leaking fitting on DP elevator.
NO 15/9-F-9,"RIH with 36"" holeopener BHA from 50 m to 140 m MD."
NO 15/9-F-9,"Stabbed 36"" hole opener BHA into F-9 funnel assisted by ROV."
NO 15/9-F-9,"Started washing and rotation with 900 lpm / 40 rpm. Tagged seabed at 144,3 m MD with 5 MT WOB. Washed and rotated down to 150 m MD with reduced parameters : Flow 900 lpm / Rotation 40 rpm / WOB 0,3 MT / Torque 6-14 kNm. ROV observed drill guide bushing landing in guide funnel."
NO 15/9-F-9,"Drilled 36"" hole section from 150 m to 165 m MD. Drilling parameters : Flow 2700 lpm / Rotation 70 rpm / WOB 2 MT / Torque 12-25 kNm. Performed survey, inclination 1,12 deg."
NO 15/9-F-9,"Reamed drilled section in order to redcue inclination. Observed excessive rattling in drillstring between 159 m and 161 m MD. Performed survey, inclination 0,56 deg. Observed hydraulic leak on TDS."
NO 15/9-F-9,Repaired leaking fitting on TDS. Meanwhile pumped 10 m3 hi-vis.
NO 15/9-F-9,"Drilled 36"" hole section from 165 m to 210 m MD. Drilling parameters : Flow 2700-4400 lpm / SPP 70 bar / Rotation 90 rpm / WOB 2-3 MT / Torque 5-14 kNm. Performed survey every 10 m drilled. Swept hole with 20 m3 hi-vis before connections."
NO 15/9-F-9,"Drilled 36"" hole section from 210 m to 17 1/2""  TD at 226 m MD. 36"" hole section TD 223 m MD. Drilling parameters : Flow 4400 lpm / SPP 72 bar / Rotation 90 rpm / WOB 0-3 MT / Torque 2-9 kNm. Performed survey every 10 m drilled. Final survey at 226 m MD 0,44 deg."
NO 15/9-F-9,"Circulated 1,5 times bottoms up while reaming hole with 10 rpm. Swept hole with 25 m3 hi-vis at 4400 lpm. Displaced hole from seawater to 80 m3 1,40 sg WBM pumping at 4400 lpm."
NO 15/9-F-9,"POOH wirh 36"" hole opener BHA from 226 m to 151 m MD. Meanwhile got ROV in position to observe BHA. Topped up hole with 10 m3 1,40 WBM."
NO 15/9-F-9,"Pulled 36"" hole opener BHA through funnel while observing with ROV. Observed 8 MT overpull when 36"" bit section was pulled through the guide funnel."
NO 15/9-F-9,Performed FG check of derrick and TDS. Meanwhile troubleshot standjump function on TDS.
NO 15/9-F-9,"Checked dies on PRS for handling BHA. Continued to POOH with 36"" hole opener BHA from 123 m to 50 m MD. Racked back drillcollars in derrick."
NO 15/9-F-9,Racked back drillcollars in derrick.
NO 15/9-F-9,"Held toolbox talk prior to racking MWD and laying out 36"" holeopener."
NO 15/9-F-9,"Broke out and racked back stand of DC/powerpulse MWD. Laid out 36"" x26"" x 17 1/2"" holeopener on deck. Cleared and tidied drillfloor."
NO 15/9-F-9,Held toolbox talk prior to rigging conductor running equipment.
NO 15/9-F-9,"Removed elevator and drilling bails. Installed conductor bails and elevator. Transferred slips, bowl and dogcollars to drillfloor."
NO 15/9-F-9,Took timeout with crews to go through lessons learnt from recent conductor running incident onboard and West Epsilon incident.
NO 15/9-F-9,"Held toolbox talk prior to running 30"" conductor."
NO 15/9-F-9,Picked up shoe joint. Had problems latching elevator due to weldings on joint. Installed casing inserts in RT.
NO 15/9-F-9,"Ran 30"" conductor from surface to 68 m MD. Tested float for flowthrough- ok."
NO 15/9-F-9,Held toolbox talk before changing handling equipment.
NO 15/9-F-9,Removed conductor bails and elevator. Installed DP bails and elevator. Prepared casing tongs.
